issuekey,storypoint,description,title,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4d093f4d395ee220c4b82,14400,Looks like there has been regression after moving to \nregistry.access.redhat.com/ubi8/openjdk-11:1.3 that previous maven `settings.xml` not working,Custom maven settings.xml file from configmap can not be used,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4d093f4d395ee220c4c81,14400,"The operator supports the PCKS1 based keys in custom certificates however when user does custom certificate like\n\n{code}\nopenssl req -x509 -nodes -sha256 -newkey rsa:2048 -keyout tls.key -out tls.cert -days 365\n{code}\n\nThis generates a PKCS8 based instead, which fails to load with Operator.",Teiid Operator does not support PKCS8 based Key,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4d093f4d395ee220c4e1a,43200,"Hi Team,\nIs there is any sever side programming language to a use a jboss fuse and except blueprint xml.",To migrate to a server sided programming language from blueprint xml ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4d093f4d395ee220c4e75,14400,"Dhiraj tells me that we need to update documentation for 7.7 to add an ignoreTimestamp option in the export endpoint in Public API. This option allows users to force export of ALL integrations tagged with the provided environment name, irrespective of whether or not they were edited and tagged since the last time they were exported.\n\nMore details here: https://issues.redhat.com/browse/ENTESB-12885",Export endpoint has new ignoreTimestamp option,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4d093f4d395ee220c4ed9,57600,Filter toolbar is missing from the current create a view page. Filter toolbar should appear at the top of the list view. \n\nImplementation screenshot  !DV-missingfilter.png|thumbnail! \n\nUX design https://marvelapp.com/d2f35bh/screen/63322974\n\ncc: [~rareddy@jboss.org][~mdrillin1@redhat.com],Filter toolbar missing from DV create a view page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4d093f4d395ee220c4ee4,14400,"During the VDB updates, the Teiid Operator should keep track of the ""revision"" number of the VDB and report in its status.\n\nIf the VDB is maven based VDB, then its maven version used as the ""revision"" number. Report the status of the s2i build and deployment separately for this, when working with multiple revisions, it is a possibility that a build might fail, and Operator reverted the deployment to a previous version. Knowing which version running is important.",Teiid Operator should keep track of revisions during the updates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4d093f4d395ee220c4f0d,14400,"Currently in Fuse Online, when a user goes to create view using the SQL editor approach, he/she is presented with SQL aware text editor for them provide the view definition inside it.\n\nThis request is to add ""table"" component to the left of the SQL Editor component, that shows a metadata tree, that user can expand/collapse. The metadata tree must contain 3 levels deep where it shows\n\n{code}\nData Source Name (schema)\n |\n |--- Table A\n |        | -- Col X\n |        | -- Col Y\n |        | -- Col Z\n |---- Table B\n |        | -- Col 1\n |        | -- Col 2\n{code}\n\nEssentially same information as wizard in ""create view"". Also when user double clicks or does some action to select a left at any level the fully qualified name must be entered into the right side editor where the cursor position is currently at.",Create Metadata Tree for SQL Editor ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4d093f4d395ee220c51e0,36000,Any updates made after creating the connection to the database was not picked up by Data (DV). \nThe metadata needs to be reloaded when importing from the database or provide a way to refresh. \n\nSee Video:\nhttps://drive.google.com/open?id=1wLhp61SRK8VTcN9sMz-3x1McKEGezuxA,UI Based - Metadata/Schema does not reflect the latest updates from Database in DV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4d251f4d395ee220c764c,7200,When a JDBC driver is auto-enlisted in the Aries transaction manager there are additional options that can be specified when exporting the javax.sql.XADataSource instance as an OSGi service. \nThese options can control the pooling of JDBC connections. \n\n\nMost (if not all) of these options are listed in \nhttps://github.com/apache/aries/blob/trunk/transaction/transaction-jdbc/src/main/java/org/apache/aries/transaction/jdbc/internal/ManagedDataSourceFactory.java#L94\n\nLets make sure we document the possibility to configure the connection pool and the other options.\n,[docs] Document pool configuration options when JDBC driver gets auto-enlisted in Aries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4d251f4d395ee220c7ca8,3600,"I'm looking at using ELY to replace some of the custom auth code we have for the MP-JWT implementation in thorntail and elsewhere. While looking at using the org.wildfly.security.auth.realm.token.TokenSecurityRealm, I see that the claim used to extract the principal name from the token is a fixed claim name. In the MP-JWT spec we allow for a series of claims to be checked in a given order to attempt to obtain the principal name. What is needed is a BiFunction<BearerTokenEvidence,Attributes,String> or perhaps just a Funtion<Attributes,String> principalClaimNameFunction() method on the Builder to externalize the claim to principal name mapping.\n\nI'll look at creating a pull request for this.\n","Add support for a BiFunction<T,U,V> to TokenSecurityRealm.Builder for the principalClaimName",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4d251f4d395ee220c7fc2,86400,"Setting IPv6 address in wildfly-config.xml cause validation error.\n{code:xml|title=wildfly-config.xml}\n<?xml version=""1.0"" encoding=""UTF-8""?>\n<authentication-client xmlns=""urn:elytron:1.0"">\n    <authentication-configurations>\n        <configuration name=""set-host-to-localhost"">\n            <set-host name=""localhost""/>\n        </configuration>\n    </authentication-configurations>\n    <authentication-rules>\n        <rule use-configuration=""set-host-to-localhost"">\n            <match-host name=""::1""/>\n        </rule>\n    </authentication-rules>\n</authentication-client> \n{code}\n\n{code:title=server.log}\njava.lang.IllegalArgumentException: ELY01029: Invalid host specification ""::1""\n	at org.wildfly.security.auth.client.MatchHostRule.<init>(MatchHostRule.java:39)\n	at org.wildfly.security.auth.client.MatchRule.matchHost(MatchRule.java:411)\n	at org.wildfly.security.auth.client.ElytronXmlParser.parseAbstractMatchRuleType(ElytronXmlParser.java:701)\n	at org.wildfly.security.auth.client.ElytronXmlParser.parseAuthenticationRuleType(ElytronXmlParser.java:467)\n	at org.wildfly.security.auth.client.ElytronXmlParser.parseRulesType(ElytronXmlParser.java:484)\n	at org.wildfly.security.auth.client.ElytronXmlParser.parseAuthenticationClientType(ElytronXmlParser.java:241)\n	at org.wildfly.security.auth.client.ElytronXmlParser.parseAuthenticationClientConfiguration(ElytronXmlParser.java:169)\n	at org.wildfly.security.auth.client.XmlConfigurationTest.testMatcHostRuleConfiguration(XmlConfigurationTest.java:175)\n	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)\n	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)\n	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)\n	at java.lang.reflect.Method.invoke(Method.java:497)\n	at org.junit.runners.model.FrameworkMethod$1.runReflectiveCall(FrameworkMethod.java:47)\n	at org.junit.internal.runners.model.ReflectiveCallable.run(ReflectiveCallable.java:12)\n	at org.junit.runners.model.FrameworkMethod.invokeExplosively(FrameworkMethod.java:44)\n	at org.junit.internal.runners.statements.InvokeMethod.evaluate(InvokeMethod.java:17)\n	at org.junit.runners.ParentRunner.runLeaf(ParentRunner.java:271)\n	at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:70)\n	at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:50)\n	at org.junit.runners.ParentRunner$3.run(ParentRunner.java:238)\n	at org.junit.runners.ParentRunner$1.schedule(ParentRunner.java:63)\n	at org.junit.runners.ParentRunner.runChildren(ParentRunner.java:236)\n	at org.junit.runners.ParentRunner.access$000(ParentRunner.java:53)\n	at org.junit.runners.ParentRunner$2.evaluate(ParentRunner.java:229)\n	at org.junit.internal.runners.statements.RunBefores.evaluate(RunBefores.java:26)\n	at org.junit.internal.runners.statements.RunAfters.evaluate(RunAfters.java:27)\n	at org.junit.runners.ParentRunner.run(ParentRunner.java:309)\n	at org.apache.maven.surefire.junit4.JUnit4Provider.execute(JUnit4Provider.java:367)\n	at org.apache.maven.surefire.junit4.JUnit4Provider.executeWithRerun(JUnit4Provider.java:274)\n	at org.apache.maven.surefire.junit4.JUnit4Provider.executeTestSet(JUnit4Provider.java:238)\n	at org.apache.maven.surefire.junit4.JUnit4Provider.invoke(JUnit4Provider.java:161)\n	at org.apache.maven.surefire.booter.ForkedBooter.invokeProviderInSameClassLoader(ForkedBooter.java:290)\n	at org.apache.maven.surefire.booter.ForkedBooter.runSuitesInProcess(ForkedBooter.java:242)\n	at org.apache.maven.surefire.booter.ForkedBooter.main(ForkedBooter.java:121)\n{code}\n\nIt is because of elytron validation [1]. However don't know if just allowing "":"" in regexp is valid solution.\n[1] https://github.com/wildfly-security/wildfly-elytron/blob/7debbcabc7c20be56331118e84de5ccf09bec36d/src/main/java/org/wildfly/security/auth/client/MatchHostRule.java#L32",Unable to set IPv6 address in Elytron authentication context match-host rule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4d3c1f4d395ee220c8317,57600,"Hi people,\n    i got a error when i was running the RemoteEJBClient.java \nthis is the content of my jboss-ejb-client.properties file \n\n--------------------------------------------------------------\nendpoint.name=client-endpoint\nremote.connectionprovider.create.options.org.xnio.Options.SSL_ENABLED=false\nremote.connections=default\nremote.connection.default.host=10.20.11.35\nremote.connection.default.port = 4447\nremote.connection.default.connect.options.org.xnio.Options.SASL_POLICY_NOANONYMOUS=false\nremote.connection.default.username=admin\nremote.connection.default.password=123\n------------------------------------------------------------------------------------------\nI got following error ,who can help me? Thanks!\n \n2012-4-20 9:08:16 org.jboss.ejb.client.EJBClient <clinit>\nINFO: JBoss EJB Client version 1.0.0.Beta9\nObtained a remote stateless calculator for invocation\nAdding 204 and 340 via the remote stateless calculator deployed on the server\n2012-4-20 9:08:16 org.xnio.Xnio <clinit>\nINFO: XNIO Version 3.0.0.CR5\n2012-4-20 9:08:16 org.xnio.nio.NioXnio <clinit>\nINFO: XNIO NIO Implementation Version 3.0.0.CR5\n2012-4-20 9:08:16 org.jboss.remoting3.EndpointImpl <clinit>\nINFO: JBoss Remoting version 3.2.0.CR6\n2012-4-20 9:08:17 org.jboss.remoting3.remote.RemoteConnection handleException\nERROR: JBREM000200: Remote connection failed: javax.security.sasl.SaslException: Authentication failed: all available authentication mechanisms failed\n2012-4-20 9:08:17 org.jboss.ejb.client.ConfigBasedEJBClientContextSelector createConnections\nERROR: Could not create connection for connection named default\njava.lang.RuntimeException: javax.security.sasl.SaslException: Authentication failed: all available authentication mechanisms failed\n	at org.jboss.ejb.client.remoting.IoFutureHelper.get(IoFutureHelper.java:91)\n	at org.jboss.ejb.client.ConfigBasedEJBClientContextSelector.createConnection(ConfigBasedEJBClientContextSelector.java:276)\n	at org.jboss.ejb.client.ConfigBasedEJBClientContextSelector.createConnections(ConfigBasedEJBClientContextSelector.java:197)\n	at org.jboss.ejb.client.ConfigBasedEJBClientContextSelector.setupEJBReceivers(ConfigBasedEJBClientContextSelector.java:126)\n	at org.jboss.ejb.client.ConfigBasedEJBClientContextSelector.<init>(ConfigBasedEJBClientContextSelector.java:108)\n	at org.jboss.ejb.client.ConfigBasedEJBClientContextSelector.<clinit>(ConfigBasedEJBClientContextSelector.java:98)\n	at org.jboss.ejb.client.EJBClientContext.<clinit>(EJBClientContext.java:57)\n	at org.jboss.ejb.client.EJBInvocationHandler.doInvoke(EJBInvocationHandler.java:91)\n	at org.jboss.ejb.client.EJBInvocationHandler.invoke(EJBInvocationHandler.java:83)\n	at $Proxy0.add(Unknown Source)\n	at org.jboss.as.quickstarts.ejb.remote.client.RemoteEJBClient.invokeStatelessBean(RemoteEJBClient.java:75)\n	at org.jboss.as.quickstarts.ejb.remote.client.RemoteEJBClient.main(RemoteEJBClient.java:56)\nCaused by: javax.security.sasl.SaslException: Authentication failed: all available authentication mechanisms failed\n	at org.jboss.remoting3.remote.ClientConnectionOpenListener$Capabilities.handleEvent(ClientConnectionOpenListener.java:356)\n	at org.jboss.remoting3.remote.ClientConnectionOpenListener$Capabilities.handleEvent(ClientConnectionOpenListener.java:205)\n	at org.xnio.ChannelListeners.invokeChannelListener(ChannelListeners.java:72)\n	at org.xnio.channels.TranslatingSuspendableChannel.handleReadable(TranslatingSuspendableChannel.java:179)\n	at org.xnio.channels.TranslatingSuspendableChannel$2.handleEvent(TranslatingSuspendableChannel.java:100)\n	at org.xnio.channels.TranslatingSuspendableChannel$2.handleEvent(TranslatingSuspendableChannel.java:98)\n	at org.xnio.ChannelListeners.invokeChannelListener(ChannelListeners.java:72)\n	at org.xnio.nio.NioHandle.run(NioHandle.java:90)\n	at org.xnio.nio.WorkerThread.run(WorkerThread.java:184)\n	at ...asynchronous invocation...(Unknown Source)\n	at org.jboss.remoting3.EndpointImpl.doConnect(EndpointImpl.java:263)\n	at org.jboss.remoting3.EndpointImpl.doConnect(EndpointImpl.java:246)\n	at org.jboss.remoting3.EndpointImpl.connect(EndpointImpl.java:353)\n	at org.jboss.remoting3.EndpointImpl.connect(EndpointImpl.java:337)\n	at org.jboss.ejb.client.ConfigBasedEJBClientContextSelector.createConnection(ConfigBasedEJBClientContextSelector.java:274)\n	... 10 more\n2012-4-20 9:08:17 org.jboss.ejb.client.ConfigBasedEJBClientContextSelector createConnections\nINFO: Connection default will not be available in EJB client context org.jboss.ejb.client.EJBClientContext@1df38fd\nException in thread ""main"" java.lang.IllegalStateException: No EJB receiver available for handling [appName:,modulename:jboss-as-ejb-remote-app,distinctname:] combination\n	at org.jboss.ejb.client.EJBClientContext.requireEJBReceiver(EJBClientContext.java:344)\n	at org.jboss.ejb.client.EJBInvocationHandler.doInvoke(EJBInvocationHandler.java:92)\n	at org.jboss.ejb.client.EJBInvocationHandler.invoke(EJBInvocationHandler.java:83)\n	at $Proxy0.add(Unknown Source)\n	at org.jboss.as.quickstarts.ejb.remote.client.RemoteEJBClient.invokeStatelessBean(RemoteEJBClient.java:75)\n	at org.jboss.as.quickstarts.ejb.remote.client.RemoteEJBClient.main(RemoteEJBClient.java:56)\n",Problems with the project ejb-remote which is in jboss-as-quickstarts-7.0.2.CR3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4d3c1f4d395ee220c8566,28800,"1) I have Stateless EJBs with the EJBContext defined as a @Resource and a method getting the caller's name:\npublic class MyBean {\n    @Resource\n    private SessionContext ejbSession = null;\n\n    private String getCallerName() {\n        return this.ejbSession.getCallerPrincipal().getName();\n    }\n}\n\n2) My client always always calls in authenticated mode\n\n3) I execute my client once and everything goes fine\n\n4) I execute it other times, but there, one in a while, I don't get my authenticated user but the one from a preious call.\n\nI tracked that it was sometimes the same ""EJBContextImpl"" object from one call to the other. The first call to ""getCallerPrincipal()"" is cached, so when I use the same object the second time, it does not look for it but returns the value from a previous call.",Same stateless EJB's context used from one call to another,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4d3c1f4d395ee220c87bb,57600,,Refactor EJB 3 onto the unified metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4d3c1f4d395ee220c87bd,28800,"Will require obtaining the relevant Ant tasks from the tutorials build, merging into ejb3 build-test.xml.  JVM Argument will need to be passed into the target to specify JBOSS_HOME and TUTORIALS_HOME.",Integrate EJB3 Tutorials Tests with build-test.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4d3c1f4d395ee220c87c4,14400,Assuming:\n\npublic interface StatefulRemote extends EJBObject{...}\n\n...and:\n\n@Stateful\n@Remote(StatefulRemote.class)\n@RemoteBinding(jndiBinding = StatefulRemote.JNDI_NAME_REMOTE)\npublic class StatefulRemoteBean\n\n..when invoking:\n\nObject obj = getInitialContext().lookup(StatefulRemote.JNDI_NAME_REMOTE),\nEJBObject ejbObject = (EJBObject) obj,\nejbObject.remove(),\n\n...the following exception is encountered:\n\nCould not resolve beanClass method from proxy call\njava.lang.RuntimeException: Could not resolve beanClass method from proxy call\n,at org.jboss.ejb3.stateful.StatefulContainer.dynamicInvoke(StatefulContainer.java:330)\n,at org.jboss.aop.Dispatcher.invoke(Dispatcher.java:106)\n,at org.jboss.aspects.remoting.AOPRemotingInvocationHandler.invoke(AOPRemotingInvocationHandler.java:82)\n,at org.jboss.remoting.ServerInvoker.invoke(ServerInvoker.java:769)\n,at org.jboss.remoting.transport.socket.ServerThread.processInvocation(ServerThread.java:573)\n,at org.jboss.remoting.transport.socket.ServerThread.dorun(ServerThread.java:373)\n,at org.jboss.remoting.transport.socket.ServerThread.run(ServerThread.java:166)\n,at org.jboss.remoting.MicroRemoteClientInvoker.invoke(MicroRemoteClientInvoker.java:163)\n,at org.jboss.remoting.Client.invoke(Client.java:1634)\n,at org.jboss.remoting.Client.invoke(Client.java:548)\n,at org.jboss.aspects.remoting.InvokeRemoteInterceptor.invoke(InvokeRemoteInterceptor.java:62)\n,at org.jboss.aop.joinpoint.MethodInvocation.invokeNext(MethodInvocation.java:101)\n,at org.jboss.aspects.tx.ClientTxPropagationInterceptor.invoke(ClientTxPropagationInterceptor.java:61)\n,at org.jboss.aop.joinpoint.MethodInvocation.invokeNext(MethodInvocation.java:101)\n,at org.jboss.aspects.security.SecurityClientInterceptor.invoke(SecurityClientInterceptor.java:65)\n,at org.jboss.aop.joinpoint.MethodInvocation.invokeNext(MethodInvocation.java:101)\n,at org.jboss.ejb3.remoting.IsLocalInterceptor.invoke(IsLocalInterceptor.java:72)\n,at org.jboss.aop.joinpoint.MethodInvocation.invokeNext(MethodInvocation.java:101)\n,at org.jboss.ejb3.stateful.StatefulRemoteProxy.invoke(StatefulRemoteProxy.java:135)\n,at $Proxy2.remove(Unknown Source),Cannot invoke EJBObject methods on EJBs without explicit Home Interface Defined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4d3c1f4d395ee220c87ec,3600,Port patch for EJBTHREE-863 to RC9 Patch 1,EJBTHREE-863 Patch for EJB3 RC9 Patch 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4d3c1f4d395ee220c87f6,14400,"11:52:15,234 ERROR [BMTInterceptor] Application error: BMT stateless bean TesterBean should complete transactions before returning (ejb1.1 spec, 11.6.1)\n",BMTInterceptor refers to wrong spec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4d3c1f4d395ee220c8804,7200,"The following error message should make a reference to spec EJB3 JPA 6.2.1.2:\n\n20:39:08,015 INFO [PersistenceUnitDeployment] Starting persistence unit persistence.units:ear=jemos-ejb3-ear-1.0.0.ear,jar=jemos-ejb3-ejb-1.0.0.jar,unitName=jemos-ejb3-test-junit\n20:39:08,031 WARN [ServiceController] Problem starting service persistence.units:ear=jemos-ejb3-ear-1.0.0.ear,jar=jemos-ejb3-ejb-1.0.0.jar,unitName=jemos-ejb3-test-junit\njava.lang.RuntimeException: You have not defined a non-jta-data-source for a RESOURCE_LOCAL enabled persistence context named: jemos-ejb3-test-junit ",Error message for not specifying a non-jta-data-source for RESOURCE_LOCAL should reference spec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4d3c1f4d395ee220c880d,144000,"Named queries in the entity beans are accepted at deployment however fail at runtime. \n\nIt looks like the reserved words just are removed from the consequent sql command used by JBoss, hence resulting in an unexpected token exception during parsing.\n\n... A <= B ...\nbecomes \n... <= B\n\nAltering tables from entity beans that have fields with the sql reserved word START, END and TIME fail, probably due to the same reason. No other reserved words tried.\n",Named queries containing sql reserved words survive deployment but fail at runtime. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4d3c1f4d395ee220c881b,1800,"The problems with the remiss documentation regarding the versions of the libraries included in the EJB 3.0 distributions is already well represented in this issue tracker (EJBTHREE-621 EJBTHREE-512 EJBTHREE-596).  However, aside from being more explicit with naming, there is another way to document which version is in use.  Please add a DEBUG or INFO level log statement to the EJB 3.0 container startup class (such as in the EJB3StandaloneBoostrap) that identifies the version number of the distribution.\n\nSeam implements this feature by using the statement ""Welcome to Seam 1.2.1.GA"".  I have found cases where this statement clued me into the fact that someone had named the jar file with a version number that was inconsistent with its contents.",Identify version via log statement upon startup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d4d3c1f4d395ee220c8826,3600,"The javadoc of @Resource#name states that ""The JNDI name of the resource. For field annotations, the default is the field name. ...""\n\nThe following version 1 of DaServiceBean don't work as it doesn't inject anything to ""myVar"". The version 2 injects the value 5 correctly.\n\n--- Version 1 ---\n@Stateless\n@Remote\n@RemoteBinding(jndiBinding=""daService"")\npublic class DaServiceBean implements DaService {\n   @Resource private int myVar;\n   public void foo() {\n      System.out.println(""myVar: "" + myVar);\n   }\n}\n\n\n--- Version 2 ---\n@Stateless\n@Remote\n@RemoteBinding(jndiBinding=""daService"")\npublic class DaServiceBean implements DaService {\n   @Resource(name=""myVar"") private int myVar;\n   public void foo() {\n      System.out.println(""myVar: "" + myVar);\n   }\n}\n\n\n--- ejb-jar.xml ---\n<enterprise-beans>\n<session>\n<ejb-name>DaServiceBean</ejb-name>\n<env-entry>\n<env-entry-name>myVar</env-entry-name>\n<env-entry-type>java.lang.Integer</env-entry-type>\n<env-entry-value>5</env-entry-value>\n</env-entry>\n</session>\n</enterprise-beans>\n","@Resource annotation's element ""name"" does not default to field name.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
