_id,id,fields.timeestimate,fields.description
61d42332f4d395ee2200175d,30114,3600,"Currently the transformation converts ""alias"" attribute in atlassian-plugin file to ""alias"" attribute in spring which doesn't exist in spring 2.5 schema. Component aliasing therefore effectively doesn't work.\n\n\n{code:title=ComponentSpringStage.java}\nfor (Element component : elements)\n            {\n...\n                Element bean = root.addElement(""beans:bean"");\n                bean.addAttribute(""id"", beanId);\n                bean.addAttribute(""alias"", component.attributeValue(""alias""));\n{code}"
61d42332f4d395ee2200175f,29750,21600,"To reproduce this problem do the following:\n# Create a plugin\n# Declare a component in this plugin\n# Expose this component via multiple interfaces\n# The component extends from a base class that implements one of these interfaces and this base class is not part of this plugin (imported from the osgi space), so the component itself doesn't have to implement it.\n\nWhen starting up the reference application spring complains about a ClassNotFoundException for the interfaces that are implemented by the base class.\nIf the component itself implements these interfaces again everything works as expected.\n\nExample:\nWe created RefAppInternalHostApplication that extends AbstractInternalHostApplication and AbstractInternalHostApplication lives in applinks-api, which is part of the host application and exported to OSGI. AbstractInternalHostApplication implements all required interfaces, thus RefAppInternalHostApplication doesn't implement any interfaces.\n\nExcerpt from atlassian-plugin.xml file:\n<component key=""refAppHostApplication"" class=""com.atlassian.applinks.core.refapp.RefAppInternalHostApplication""\n               public=""true"" application=""refapp"">\n    <description>Provides the Host Application for the Atlassian RefApp.</description>\n    <interface>com.atlassian.applinks.host.spi.InternalHostApplication</interface>\n    <interface>com.atlassian.applinks.host.spi.HostApplication</interface>\n    <interface>com.atlassian.sal.api.lifecycle.LifecycleAware</interface>\n</component>\n\nSpring will throw a ClassNotFoundException for com.atlassian.sal.api.lifecycle.LifecycleAware interface, because it's not imported. I have attached the manifest generated after the transformation stage. It does not contain the required import, compare to the manifest generated when it implements the interface or the base class AbstractInternalHostApplication lives inside applinks-plugin where RefAppInternalHostApplication lives.\n\n"
61d42332f4d395ee22001767,29349,14400,This is a blocker for EMBCWD-388. This is required because Spring's dependency on Velocity is not wired in OSGi land at JIRA start-up and we need to rip velocity out of ATR and bundle it separately. See ATR25 and BUNDLES-9.\n\nThere is a brief write up of the overall task by Matt Ryall [here | https://studio.atlassian.com/wiki/display/EMBCWD/Getting+UI+plugin+into+JIRA]
61d42332f4d395ee2200176d,28867,3600,There seems to be no javadoc published for the plugins library.  \n\nConfluence looks for it at:\n{noformat}\n                        <link>http://docs.atlassian.com/atlassian-plugins-core/${confluence.project.plugins.version}/atlassian-plugins-core/apidocs</link>\n                        <link>http://docs.atlassian.com/atlassian-plugins-servlet/${confluence.project.plugins.version}/atlassian-plugins-servlet/apidocs</link>\n                        <link>http://docs.atlassian.com/atlassian-plugins-webfragment/${confluence.project.plugins.version}/atlassian-plugins-webfragment/apidocs</link>\n                        <link>http://docs.atlassian.com/atlassian-plugins-webresource/${confluence.project.plugins.version}/atlassian-plugins-webresource/apidocs</link>\n                        <link>http://docs.atlassian.com/atlassian-plugins-osgi/${confluence.project.plugins.version}/atlassian-plugins-osgi/apidocs</link>\n                        <link>http://docs.atlassian.com/atlassian-plugins-spring/${confluence.project.plugins.version}/atlassian-plugins-spring/apidocs</link>\n{noformat}\n\nhttp://docs.atlassian.com/atlassian-plugins/2.5.2/project-info.html links to API docs at addresses such as\nhttp://docs.atlassian.com/atlassian-plugins-core/2.5.2/atlassian-plugins-core/index.html but that's a 404\n\nThe last published javadoc I can find for plugins is 2.4.0-beta3
61d42332f4d395ee22001770,28765,3600,"In the latest version of plugins, batching seems to get turned off for web-resources when atlassian.dev.mode is set to true.  This is generally great for developing, however it also causes problems for CSS style sheets with images resources with relative paths.  When batching is off the stylesheet can get served out with a different path to batched mode, so the relative path for an image may not work.\n\nI'm not quite sure what the fix here is.  Perhaps another flag to turn off the turning off of batched mode in dev.mode ?! Sounds very confusing. Perhaps figure out a better way to deal with relative paths for web-resources?"
61d42332f4d395ee22001779,28259,10800,"A servlet with the following url-patterns:\n\n{code:xml}\n    <servlet key=""myServlet"" class=""MyServlet"">\n        <url-pattern>/resource/*</url-pattern>\n        <url-pattern>/resource-two/*</url-pattern>\n    </servlet>\n{code}\n\nProperly finds the servlet when hitting the ""/resource-two/path/info"" path, the {{PluginHttpRequestWrapper}} fails to derive the proper basePath, causing {{getPathInfo()}} to return ""-two/path/info"" instead of ""/path/info"".\n\nThe bug appears to be caused by the usage of {{startsWith()}} on [https://studio.atlassian.com/source/browse/PLUG/trunk/atlassian-plugins-servlet/src/main/java/com/atlassian/plugin/servlet/PluginHttpRequestWrapper.java?r=61674#l81]"
61d42332f4d395ee2200177b,28292,14400,"The tests fail when run on an NFS mount such as your home dir on buildbox, fails because when a file is deleted on NFS it actually just renames it to {{.nfsXXXX}} which is removed when the process exits. The tests attempt to delete these files and commons-io FileUtils throws an exception when it cannot.\n\nWorkaround: Build from a non-NFS directory e.g. {{/tmp}}\n\n{code}\n\njava.io.IOException: Unable to delete file: /home/rthomas/releases/atlassian-plugins-sdk/branches/atlassian-plugins-2.5.x/atlassian-plugins-osgi/target/plugin-temp/plugins/.nfs0000000001d340f5000a6e39\n	at org.apache.commons.io.FileUtils.forceDelete(FileUtils.java:1390)\n	at org.apache.commons.io.FileUtils.cleanDirectory(FileUtils.java:1044)\n	at org.apache.commons.io.FileUtils.deleteDirectory(FileUtils.java:977)\n	at org.apache.commons.io.FileUtils.forceDelete(FileUtils.java:1381)\n	at org.apache.commons.io.FileUtils.cleanDirectory(FileUtils.java:1044)\n	at com.atlassian.plugin.osgi.PluginInContainerTestBase.setUp(PluginInContainerTestBase.java:70)\n	at junit.framework.TestCase.runBare(TestCase.java:125)\n	at junit.framework.TestResult$1.protect(TestResult.java:106)\n	at junit.framework.TestResult.runProtected(TestResult.java:124)\n	at junit.framework.TestResult.run(TestResult.java:109)\n	at junit.framework.TestCase.run(TestCase.java:118)\n	at junit.framework.TestSuite.runTest(TestSuite.java:208)\n	at junit.framework.TestSuite.run(TestSuite.java:203)\n	at sun.reflect.GeneratedMethodAccessor7.invoke(Unknown Source)\n	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)\n	at java.lang.reflect.Method.invoke(Method.java:597)\n	at org.apache.maven.surefire.junit.JUnitTestSet.execute(JUnitTestSet.java:213)\n	at org.apache.maven.surefire.suite.AbstractDirectoryTestSuite.executeTestSet(AbstractDirectoryTestSuite.java:140)\n	at org.apache.maven.surefire.suite.AbstractDirectoryTestSuite.execute(AbstractDirectoryTestSuite.java:127)\n	at org.apache.maven.surefire.Surefire.run(Surefire.java:177)\n	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)\n	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)\n	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)\n	at java.lang.reflect.Method.invoke(Method.java:597)\n	at org.apache.maven.surefire.booter.SurefireBooter.runSuitesInProcess(SurefireBooter.java:345)\n	at org.apache.maven.surefire.booter.SurefireBooter.main(SurefireBooter.java:1009)\n\n{code}"
61d42332f4d395ee220017b2,26094,14400,"Atlassian has announced EOL times for WLS support:\nhttp://confluence.atlassian.com/display/JIRA/End+of+Support+Announcements+for+JIRA\nhttp://confluence.atlassian.com/display/DOC/End+of+Support+Announcements+for+Confluence\n\nAfter confirming which version of Plugins will no longer require WLS support, we should revert out any changes that were made especially for this that we don't want to keep.\n\nIn particular PLUG-515 is a bit hacky.\nPLUG-460 can also be revisited."
61d42332f4d395ee220017d3,25279,21600,Confluence has a nice feature called [Web Resource Contexts|http://confluence.atlassian.com/display/CONFDEV/Web+Resource+Module#WebResourceModule-WebResourceContexts] that allows a plugin to inject Javascript into a context composed of multiple pages.  We should migrate this into the plugin system for use by other products.
61d42332f4d395ee220017d7,25187,64800,"Any classes defined in a module descriptor will not be available as a bean and therefore, not injectable.  We need a way to allow arbitrary module descriptors to contribute beans to the spring container.  This means it isn't possible for a module to be injected with another module or have the module's scope managed by Spring. \n\nThis is desired by applinks that would like to have applicationtypes injected into applicationentitytypes."
61d42332f4d395ee220017d8,25173,7200,"On startup, when using Tomcat, it logs a ton of messages like:\n\n{noformat}Package Scanner found duplicates for package 'org.apache.catalina.loader' with different versions. Files: tomcat-i18n-en.jar and bootstrap.jar{noformat}\n\nThis adds a lot of noise to the logs at WARN level, may alarm people who don't understand what it means, and obscures legitimate conflicts (e.g., see [http://forums.atlassian.com/thread.jspa?messageID=257329940]). Can the package scanner be configured to ignore these packages or JAR files?\n"
61d42332f4d395ee220017d9,25109,21600,"When there is an empty package name, Confluence plugin repository client never finishes and only displays Please Wait...\n\nThe log file contains the following Felix error:\n{noformat}\nCaused by: javax.servlet.ServletException: java.lang.NullPointerException\n	at uk.ltd.getaheadplugin.dwr.DWRServlet.getContainer(DWRServlet.java:84)\n	at uk.ltd.getaheadplugin.dwr.AbstractDWRServlet.init(AbstractDWRServlet.java:94)\n	at com.atlassian.plugin.servlet.DelegatingPluginServlet.init(DelegatingPluginServlet.java:56)\n	at com.atlassian.plugin.servlet.DefaultServletModuleManager$LazyLoadedServletReference.create(DefaultServletModuleManager.java:391)\n	at com.atlassian.plugin.servlet.DefaultServletModuleManager$LazyLoadedServletReference.create(DefaultServletModuleManager.java:376)\n	at com.atlassian.plugin.servlet.util.LazyLoadedReference$1.call(LazyLoadedReference.java:62)\n	at java.util.concurrent.FutureTask$Sync.innerRun(FutureTask.java:303)\n	at java.util.concurrent.FutureTask.run(FutureTask.java:138)\n	at com.atlassian.plugin.servlet.util.LazyLoadedReference.get(LazyLoadedReference.java:74)\n	... 112 more\nCaused by: java.lang.NullPointerException\n	at org.apache.felix.framework.FelixResolverState.getResolvedCandidates(FelixResolverState.java:649)\n	at org.apache.felix.framework.Felix$FelixResolver.getResolvedCandidates(Felix.java:3977)\n	at org.apache.felix.framework.ModuleImpl.diagnoseClassLoadError(ModuleImpl.java:2163)\n	at org.apache.felix.framework.ModuleImpl.access$400(ModuleImpl.java:60)\n	at org.apache.felix.framework.ModuleImpl$ModuleClassLoader.loadClass(ModuleImpl.java:1663)\n	at java.lang.ClassLoader.loadClass(ClassLoader.java:252)\n	at java.lang.ClassLoader.loadClassInternal(ClassLoader.java:320)\n	at java.lang.Class.forName0(Native Method)\n	at java.lang.Class.forName(Class.java:169)\n	at uk.ltd.getaheadplugin.dwr.impl.DefaultContainer.addParameter(DefaultContainer.java:66)\n	at uk.ltd.getaheadplugin.dwr.DWRServlet.getContainer(DWRServlet.java:60)\n	... 120 more\n{noformat}\n\nThis behaviour has been reported as a bug in http://issues.apache.org/jira/browse/FELIX-1867 and supposedly the fix is version 2.2.0. We should upgrade Felix to that version however there is no binary available and it seems that the source code is of version 2.1.0-SNAPSHOT.\n\n"
61d42332f4d395ee220017da,25098,3600,As an enhancement it would be useful to have an utility class that acts as a proxy for an object and ensures the context classloader gets set to the classloader of this class before each method call.\n
61d42332f4d395ee220017e0,24706,14400,"Jira4 often freezes during the functional tests. Threaddumps shows that it is infinitely stuck on bundle resolving.\n\nIt seems to be same problem as described in PLUG-439. We are running Jira with org.apache.felix.main-1.8.1-atlassian-3.jar and atlassian-plugins-*-2.4.2.jar\n\nAttached is a log file with 5 threaddumps. Here is a stacktrace of the thread that takes all the CPU: \n\n{code}\n""http-2990-Processor1"" daemon prio=10 tid=0x9048b800 nid=0x52eb runnable [0x90fcc000..0x90fceeb0]\n   java.lang.Thread.State: RUNNABLE\n	at java.util.AbstractCollection.containsAll(AbstractCollection.java:276)\n	at org.apache.felix.framework.searchpolicy.ResolvedPackage.isSubset(ResolvedPackage.java:55)\n	at org.apache.felix.framework.searchpolicy.Resolver.isClassSpaceConsistent(Resolver.java:775)\n	at org.apache.felix.framework.searchpolicy.Resolver.isClassSpaceConsistent(Resolver.java:720)\n	at org.apache.felix.framework.searchpolicy.Resolver.isClassSpaceConsistent(Resolver.java:720)\n	at org.apache.felix.framework.searchpolicy.Resolver.isClassSpaceConsistent(Resolver.java:720)\n	at org.apache.felix.framework.searchpolicy.Resolver.isClassSpaceConsistent(Resolver.java:720)\n	at org.apache.felix.framework.searchpolicy.Resolver.isClassSpaceConsistent(Resolver.java:720)\n	at org.apache.felix.framework.searchpolicy.Resolver.findConsistentClassSpace(Resolver.java:462)\n	at org.apache.felix.framework.searchpolicy.Resolver.resolve(Resolver.java:94)\n	at org.apache.felix.framework.Felix$FelixResolver.resolve(Felix.java:3733)\n	at org.apache.felix.framework.Felix.resolveBundle(Felix.java:3105)\n	at org.apache.felix.framework.Felix.startBundle(Felix.java:1441)\n	at org.apache.felix.framework.BundleImpl.start(BundleImpl.java:779)\n	at org.apache.felix.framework.BundleImpl.start(BundleImpl.java:760)\n	at com.atlassian.plugin.osgi.factory.OsgiPlugin.enableInternal(OsgiPlugin.java:363)\n	- locked <0xdb6aea18> (a com.atlassian.plugin.osgi.factory.OsgiPlugin)\n	at com.atlassian.plugin.impl.AbstractPlugin.enable(AbstractPlugin.java:237)\n	at com.atlassian.plugin.impl.AbstractDelegatingPlugin.enable(AbstractDelegatingPlugin.java:213)\n\n{code}\n"
61d42332f4d395ee220017e2,24646,43200,"I think that plugins should boot delegate com.sun.org.apache.xerces*. The com.sun* packages can't really be specified in Import-Package declarations because the classes may not be provided (e.g. on the IBM vm). \n\nHowever, I'm running into an issue in a plugin where SAXParserFactory is trying to load the shaded SAXParserFactoryImpl and it can't find it. Attempts to add xercesImpl as a dependency in my plugin did not work... the only thing that did work was to add the shaded SAXParserFactoryImpl package to the bootdelegation configuration.\n\nSee https://extranet.atlassian.com/display/~cjerozal/Gapps+mail+retreival+stuff for some of the gory details."
61d42332f4d395ee220017e9,24347,43200,"During plugin transformation, we should flatten the jar to improve class loading performance at runtime.  This means unzipping all the deps in META-INF/lib and including the classes in the main jar directly."
61d42332f4d395ee220017f9,23896,14400,See AG-1159 for discussion of why this is needed
61d42332f4d395ee22001805,23532,14400,"{noformat}\n2009-10-13 14:23:09,656 [ACTIVE] ExecuteThread: '0' for queue: 'weblogic.kernel.Default (self-tuning)' WARN     [plugin.osgi.factory.OsgiPlugin] Unable to enable plugin 'com.atlassian.gadgets.renderer'\ncom.atlassian.plugin.osgi.container.OsgiContainerException: Cannot start plugin: com.atlassian.gadgets.renderer\n	at com.atlassian.plugin.osgi.factory.OsgiPlugin.enableInternal(OsgiPlugin.java:385)\n        ...\nCaused by: org.osgi.framework.BundleException: Unresolved constraint in bundle 28: package; (&(package=org.apache.xml.serialize)(version>=2.9.1)(!(version>=3.0.0)))\n{noformat}\n\nThis message could be more user-friendly.\nAlso it would be useful for support if we gave more details when this occurs.\neg What versions of {{org.apache.xml.serialize}} are actually available.\nBetter again, where are the jars that those versions come from. (Better only under debug log level?)"
61d42332f4d395ee2200181a,22975,3600,"If a plugin has a constructor that does a lot of work we'll eventually hit a timeout and disable the plugin. Once the plugin finishes that work, however, it will attempt to enable itself and will sort of kind of partly succeed.\n\nAfter conversing with Don he said something like\n{quote}\nI should make SomeClass use an AtomicVariable and only allow the plugin to enable if it is in the Enabling state to prevent this.\n{quote}"
61d42332f4d395ee2200181e,22946,7200,"When batching is disabled, the resource path looks to be constructed incorrectly:\n\n2009-09-09 10:46:58,487 INFO : Could not locate resource: /dashboards/download/resources/resources/com.atlassian.gadgets.dashboard:dashboard/images/icons/add_20.png\n\nNote the extra ""resources"" in the path.\n\nTo repro in AG, run mvn -Pdebug -Dbatching.disabled=true"
61d42332f4d395ee22001844,21858,21600,"I've occasionally run into a problem with Atlassian Gadgets where the sample-gadgets plugin appears to start up successfully, then later in the startup process mysteriously unloads. I'll attach the full logs, but here's a couple of relevant snippets.\n\n{noformat}\n- Started bundle com.atlassian.gadgets.samples (30)\n- Loading XML bean definitions from URL [bundle://30.0:0/META-INF/spring/atlassian-plugins-component-imports.xml]\n- Bean factory for application context [org.springframework.osgi.context.support.OsgiBundleXmlApplicationContext@5ff3aa]: org.springframework.beans.factory.support.DefaultListableBeanFactory@f99d54\n- META-INF/services/org.apache.xerces.xni.parser.XMLParserConfiguration\n- META-INF/services/org.apache.xerces.xni.parser.XMLParserConfiguration\n- Adding OSGi service dependency for importer [&pluginSettingsFactory] matching OSGi filter [(objectClass=com.atlassian.sal.api.pluginsettings.PluginSettingsFactory)]\n- OsgiBundleXmlApplicationContext(bundle=com.atlassian.oauth.consumer.sal, config=osgibundle:/META-INF/spring/*.xml) is waiting for unsatisfied dependencies [[&pluginSettingsFactory]]\n- Waiting for service '&pluginSettingsFactory' for plugin 'com.atlassian.oauth.consumer.sal' with filter (objectClass=com.atlassian.sal.api.pluginsettings.PluginSettingsFactory)\n- Turned plugin module com.atlassian.gadgets.samples:rtm into module com.atlassian.gadgets.samples:rtm (null)\n- Turned plugin module com.atlassian.gadgets.samples:treefrog into module com.atlassian.gadgets.samples:treefrog (null)\n{noformat}\n\netc.\n\nthen, later...\n\n{noformat}\n- Plugins that have yet to enabled: [com.atlassian.gadgets.samples], 56 seconds remaining\n- Plugins that have yet to enabled: [com.atlassian.gadgets.samples], 55 seconds remaining\n- Plugins that have yet to enabled: [com.atlassian.gadgets.samples], 54 seconds remaining\n- Plugins that have yet to enabled: [com.atlassian.gadgets.samples], 53 seconds remaining\n- Removed plugin module com.atlassian.gadgets.samples:rtm as its factory was uninstalled\n- Removed plugin module com.atlassian.gadgets.samples:treefrog as its factory was uninstalled\n{noformat}\n\netc.\n\nThis happens inconsistently, unreproducibly, making it all the more frustrating. It smells like a race condition to me. I know this isn't really enough information to solve the issue, but I wanted to open an issue where I can hang more information when I find it."
61d42332f4d395ee22001860,20556,14400,e.g [UnrecognisedModuleDescriptorFallbackFactory] Unknown module descriptor of type gadget registered as a unrecognised descriptor.
61d42332f4d395ee2200189a,19448,21600,"PluginsClassLoader keeps caches that need to be adjusted when plugins are enabled or disabled.\n\n *{{notifyUninstallPlugin(final Plugin plugin)}}* should be called not just on uninstall, but also on disable I think.\nAlso, it could take the pluginKey instead of the plugin.\n\n *{{notifyPluginOrModuleEnabled()}}* seems to be misleading. PluginsClassLoader doesn't care about individual modules, only plugins.\n\nThis task involves reviewing everywhere in the plugin framework were a module or plugin can be enabled or disabled, and ensuring the proper events are fired.\n\n\n"
61d42332f4d395ee220018bc,18933,18000,"Gadgets can have multiple Content sections. Content sections are basically different HTML pages inside a gadget that are displayed in different contexts; one section may have HTML for a login/forgot password screen while another has the main gadget display. The different sections will sometimes require different sets of javascript/css. Currently, WebResourceManager always includes all resources it is asked to require, so a sequence like:\n\n<Content type=""login"">\n<!-- webResourceManager.requireResource(atlassian.util:login.js) -->\n<!-- HTML -->\n<!-- webResourceManager.includeResources() --> \n</Content>\n<Content type=""main"">\n<!-- webResourceManager.requireResource(atlassian:jquery.js) -->\n<!-- HTML -->\n<!-- webResourceManager.includeResources() --> \n</Content>\n\nis not possible; the second call to includeResources() will output not only jquery.js but also login.js.\n\nMaybe the solution is having includeResources() ""forget"" all previously required resources, or maybe some other API change is in order."
61d42332f4d395ee220018c2,18852,1800,Blocker because no releases work when the scm is wrong.\n\nthis:\n{code}\n    <scm>\n        <connection>scm:svn:https://svn.atlassian.com/svn/private/atlassian/plugins/branches/atlassian-plugins-2.0.x</connection>\n        <developerConnection>scm:svn:https://svn.atlassian.com/svn/private/atlassian/plugins/branches/atlassian-plugins-2.0.x</developerConnection>\n        <url>https://svn.atlassian.com/svn/private/atlassian/plugins/branches/atlassian-plugins-2.0.x</url>\n    </scm>\n{code}\n\nshould look like this:\n{code}\n    <scm>\n        <connection>scm:svn:https://studio.atlassian.com/svn/PLUG/tags/atlassian-plugins-parent-2.0.6</connection>\n        <developerConnection>scm:svn:https://studio.atlassian.com/svn/PLUG/tags/atlassian-plugins-parent-2.0.6</developerConnection>\n        <url>https://studio.atlassian.com/svn/PLUG/tags/atlassian-plugins-parent-2.0.6</url>\n    </scm>\n{code}
61d42332f4d395ee220018f4,17982,7200,"The PluginEnabledEvent is only fired when PluginController.enablePlugin() is called, that is, it will only be fired when an existing loaded but disabled plugin is enabled.  It should also be fired when new plugins are loaded, or existing plugins are loaded on startup."
61d42332f4d395ee22001935,17644,3600,"When an OSGi plugin is disabled then enabled, the spring beanfactory reference is not cleared, resulting in exceptions being thrown on every createbean called thereafter."
61d42332f4d395ee22001940,17511,7200,DefaultPackageScannerConfiguration class has some default values for inclusions/exclusions. Need to review and document the default behavior. 
61d42332f4d395ee22001949,17685,28800,We should move the REST plugin type that was developed for JIRA into the plugins framework.
61d42332f4d395ee2200194a,17676,28800,"While the automatic OSGi manifest generation mostly gets it right, sometimes you need to customise it for certain optional or required packages.  Since we use BND internally, we should allow plugins to specify overriding BND instructions in the atlassian-plugin.xml  The most appropriate place seems to be the plugin-info element."
61d42332f4d395ee22001951,17658,28800,"We should allow bnd instructions in the plugin-info element so that plugins can easily customize how bnd will generate their manifests.  The primary use case is so that plugins can declare certain packages as optional, which is important when including third-party libraries."
61d42332f4d395ee22001959,17650,3600,"The code currently depends on a fork of BND, which makes available the class references during scanning.  We should get rid of this fork, as it only lives on my machine at home, by copying the affected class into our codebase until the patch is accepted by the bnd project."
61d42332f4d395ee2200195c,17630,7200,"It should be possible for a host component to customise the strategy used to manage the context class loader for host component method invocations.  The default should remain  as the host application's ccl, but some host services may want to perform operations on behalf of a plugin and therefore, want it to be set as the ccl."
61d42332f4d395ee2200195d,17629,14400,"Since JIRA won't be migrating to Atlassian Plugins before JIRA 4.0, which is scheduled to target Java 5, we should change Atlassian Plugins to require Java 5 as that project is the last holdout.  Since the Java 5 changes do affect the public API, it is important to get those done before 2.0 final."
61d42332f4d395ee2200195e,17627,3600,"There is really no need to depend on Seraph for the PathMapper class, so we should copy it into the module."
61d42332f4d395ee2200195f,17628,57600,"We need a servlet filter plugin type in order to start building UI plugins, as the servlet plugin type requires the /plugins/servlet prefix, which is too limiting."
61d42332f4d395ee22001965,17608,28800,"The plugin system should support multiple plugin artifact types natively.  For example, osgi-based version 2 plugins should be yet another type of plugin that can be loaded by the system.  The other pressing need is to support XML-only plugin artifacts to better enable sharing of light-weight plugins like user macros.\n\nThe design would involve splitting the two main functions of plugin loading into loaders and deployers.  Loaders are responsible for locating plugin artifacts to deploy, while deployers are responsible for turning that artifact into an initialized plugin instance.  Therefore, the ClassLoadingPluginLoader can now be renamed to the DirectoryPluginLoader, because that is what it does - scan a directory and find plugin artifacts.  Deployment of version 1 plugins will be one deployer, OSGi-based plugins another, and the soon to be XML plugin will be third.\n\nThis change also will involve renaming key interfaces like PluginJar into more generic ones like PluginArtifact.  This change will result in backwards-incompatible changes to the PluginController and PluginInstaller interfaces."
61d42332f4d395ee22001969,17587,14400,"When plugins are loaded, we need to calculate the package imports necessary for accessing all host component interfaces and automatically add them to the OSGi manifest, whether an existing manifests can be found or not."
61d42332f4d395ee2200196b,17667,3600,"A number of deployment and upgrading issues would be resolved if we changed atlassian-plugins-core to the same artifact id, then created a module called atlassian-plugins, which contains the contents of the old atlassian-plugins: atlassian-plugins-core, atlassian-plugins-servlet, atlassian-plugins-webresource, and atlassian-plugins-webfragment."
61d42332f4d395ee2200196d,17668,14400,"We need a small event system in the plugins framework to handle plugin-related events.  The first use-case of this feature is a way plugins can be notified when all the plugins are loaded and the framework initialized.    Going forward, it will be necessary to have all major plugin manager operations fire related events to decouple the plugin framework from the application and better support the dynamics of reloadable plugins.\n\nAt this point, this event system is scoped to only handle events related to the plugins framework, and isn't meant to a) replace existing event systems in applications and b) be a general-purpose event system for inter-plugin communication."
61d42332f4d395ee2200196e,17669,7200,"When host components are executed, the context class loader should be set to the classloader that created the component."
61d42332f4d395ee2200196f,17666,3600,The host components spring xml that gets added to plugins should have the flag set that ensures the correct context classloader behavior.
61d42332f4d395ee22001970,17585,14400,"We should have a host component provider that takes advantage of Spring's extensible XML to allow apps to simply define an attribute, plugin:available=""true"", on their bean XML defs to expose them to plugins."
61d42332f4d395ee22001974,17572,14400,"There should be a bundled plugins loader for osgi plugins.  This will involve non-backwards-compatible changes to the osgi loader, as it is currently only meant for a single instance.  This also involves taking the code from Confluence to manage bundled plugins and bringing it in the plugins project for all projects to share."
61d42332f4d395ee22001975,17570,14400,The framework bundles should be embedded in the osgi jar to simplify the integration for applications.
61d42332f4d395ee22001985,17520,7200,"Because the resources field in AbstractPlugin is injected via a setter, there's the potential for it to be null. However, none of the methods which invoke methods on this field (getResourceDescriptors() and friends) handle null correctly. There is the potential for NullPointerExceptions here, like in CONF-7638.\n\nI'd suggest three changes to fix this properly:\n\n- add a new static final field, Resources.EMPTY_RESOURCES = new Resources(Collections.EMPTY_LIST)\n- the AbstractPlugin class (or StaticPlugin in old versions) should use EMPTY_RESOURCES as the default value for the resources field, and the setter should not replace it if passed null.\n- the Resources.fromXml() method should check for the existence of its XML element and return EMPTY_RESOURCES if there are no resources in the plugin.\n\n"
61d42332f4d395ee22001986,17670,7200,"We have a JIRA <web-item> with some <condition> tags. In the logs I'm seeing some failures:\n\n{noformat}\n2008-05-13 10:33:16.290507500 2008-05-13 10:33:16,290 TP-Processor1 ERROR [atlassian.plugin.web.DefaultWebInterfaceManager] Could not evaluate condition for descriptor: com.atlassian.jira.plugin.webfragment.descriptors.JiraWebSectionModuleDescriptor@ad25d0, with throwable: java.lang.IllegalArgumentException: User passed to this function cannot be null\n2008-05-13 10:33:16.423831500 2008-05-13 10:33:16,423 TP-Processor1 ERROR [atlassian.plugin.web.DefaultWebInterfaceManager] Could not evaluate condition for descriptor: com.atlassian.jira.plugin.webfragment.descriptors.JiraWebItemModuleDescriptor@1dd6a67, with throwable: java.lang.IllegalArgumentException: User passed to this function cannot be null\n{noformat}\n\nThese come from com/atlassian/plugin/web/DefaultWebInterfaceManager.java:\n\n{code}\n            WebFragmentModuleDescriptor descriptor = (WebFragmentModuleDescriptor) iterator.next();\n            try\n            {\n                if (descriptor.getCondition() != null && !descriptor.getCondition().shouldDisplay(context))\n                {\n                    iterator.remove();\n                }\n            }\n            catch (Throwable t)\n            {\n                log.error(""Could not evaluate condition for descriptor: "" + descriptor + "", with throwable: "" + t);\n                iterator.remove();\n            }\n{code}\n\nCould we please:\n - implement {{toString()}} on DefaultAbstractWebFragmentModuleDescriptor so it prints the key or something to aid identification.\n - say _what_ condition was being evaluated when the error occurred, and perhaps even include the context information if it's useful.\n - pass the Throwable as a second argument to log.error(), so we can see the full stacktrace. If something is an error then it deserves a full stacktrace.\n\nThanks!"
61d42332f4d395ee22001988,17642,14400,"PLUG-43 added the ability to specify ""ieonly"" for a web resource, but conditional comments actually have a [full expression language|http://msdn2.microsoft.com/en-us/library/ms537512(VS.85).aspx]. It would be helpful to support a more generic ""cond"" parameter on web resources to allow for specifying an arbitrary expression."
61d42332f4d395ee22001992,17620,19800,description
61d42332f4d395ee220019b2,17541,14400,"http://confluence.atlassian.com/display/DISC/Confluence+Patch+-+State+Aware+Plugins\n\nThe above page describes some shortcoming in the plugin systems which this patch addresses:\n\n* A strict order for loading / unloading plugin module's (as defined in the atlassian-plugin.xml file, in reverse on unload)\n* Turning all modules StateAware and having them trigger their module object's StateAware interface (if they have one)\n* Adding a class to the plugin information which can also be triggered if it implements StateAware \n\nFurther details can be found on the confluence page."
61d42332f4d395ee22001ac5,64161,14400,"Add support for deleting attachements in a Jira task.\n\nThis may be useful if you want to delete old task contexts or other unused, invalid attachements directly in Eclipse."
61d42332f4d395ee22001af1,64146,14400,Change version to 3.0.0
61d42332f4d395ee22001af2,63815,64800,Currently we use GET login so username and password can be found in server logs. Switch to the post if possible.
61d42332f4d395ee22001af4,64144,43200,Do not allow to rerun failed tests. \nShow only tests and allow to open the file and test in the editor.\n\nAllow to view failed tests and stack traces.\n\nClick a link in a stack trace to go directly to the code that failed.
