description,storypoint,issuekey,dataset_name,treated_description_ml,treated_description_bert
"add base class for measurement tasks We should consider adding a base class for measurement tasks (SingleFrameMeasurementTask, ForcedMeasuremedTask) that includes the callMeasure methods.  I'm hoping this will help cleanup callMeasure and improve code reuse.",1,DM-978,datamanagement,add base class measurement task consider add base class measurement task singleframemeasurementtask forcedmeasuremedtask include callmeasure method hope help cleanup callmeasure improve code reuse,"add base class for measurement tasks We should consider adding a base class for measurement tasks (SingleFrameMeasurementTask, ForcedMeasuremedTask) that includes the callMeasure methods. I'm hoping this will help cleanup callMeasure and improve code reuse."
"Add FunctorKey to replace Coord compound keys Unlike previous FunctorKey replacements, Coord compound Keys are used in the minimal schema for SimpleTable and SourceTable, which makes removing them problematic.",1,DM-979,datamanagement,add functorkey replace coord compound key unlike previous functorkey replacement coord compound keys minimal schema simpletable sourcetable make remove problematic,"Add FunctorKey to replace Coord compound keys Unlike previous FunctorKey replacements, Coord compound Keys are used in the minimal schema for SimpleTable and SourceTable, which makes removing them problematic."
convert measurement algorithms in ip_diffim ip_diffim includes a few measurement algorithms which need to be converted to the new framework.,5,DM-980,datamanagement,convert measurement algorithm ip_diffim ip_diffim include measurement algorithm need convert new framework,convert measurement algorithms in ip_diffim ip_diffim includes a few measurement algorithms which need to be converted to the new framework.
"convert measurement algorithms in meas_extensions_shapeHSM This is a low-priority ticket to replace the old-style plugins in meas_extensions_shapeHSM with new ones compatible with meas_base.  As this isn't a part of the main-line stack, we should delay it until other the meas_base conversion is nearly (or perhaps fully) complete.",3,DM-981,datamanagement,convert measurement algorithm meas_extensions_shapehsm low priority ticket replace old style plugin meas_extensions_shapehsm new one compatible meas_base main line stack delay meas_base conversion nearly fully complete,"convert measurement algorithms in meas_extensions_shapeHSM This is a low-priority ticket to replace the old-style plugins in meas_extensions_shapeHSM with new ones compatible with meas_base. As this isn't a part of the main-line stack, we should delay it until other the meas_base conversion is nearly (or perhaps fully) complete."
"convert meas_extensions_photometryKron to new measurement framework This is a low-priority ticket to replace the old-style plugins in meas_extensions_photometryKron with new ones compatible with meas_base.  As this isn't a part of the main-line stack, we should delay it until other the meas_base conversion is nearly (or perhaps fully) complete.",3,DM-982,datamanagement,convert meas_extensions_photometrykron new measurement framework low priority ticket replace old style plugin meas_extensions_photometrykron new one compatible meas_base main line stack delay meas_base conversion nearly fully complete,"convert meas_extensions_photometryKron to new measurement framework This is a low-priority ticket to replace the old-style plugins in meas_extensions_photometryKron with new ones compatible with meas_base. As this isn't a part of the main-line stack, we should delay it until other the meas_base conversion is nearly (or perhaps fully) complete."
Finish the Log packaging Finish the work started by Bill (DM-778),6,DM-983,datamanagement,finish log packaging finish work start bill dm-778,Finish the Log packaging Finish the work started by Bill (DM-778)
allow partial measurement results to be set when error flag is set We need to be able to return values at the same time that an error flag is set.  The easiest way to do this is to have Algorithms take a Result object as an output argument rather than return it.  We'll revisit this design later. ,2,DM-984,datamanagement,allow partial measurement result set error flag set need able return value time error flag set easy way algorithms result object output argument return revisit design later,allow partial measurement results to be set when error flag is set We need to be able to return values at the same time that an error flag is set. The easiest way to do this is to have Algorithms take a Result object as an output argument rather than return it. We'll revisit this design later.
".my.cnf in user HOME directory breaks setup script Presence of {{.my.cnf}} file in the user HOME directory crashes {{qserv-configure.py}} script if parameters in {{.my.cnf}} conflict with parameters in {{qserv.conf}}.  How to reproduce: * create .my.cnf file in the home directory: {code} [client] user     = anything # host/port and/or socket host     = 127.0.0.1 port     = 3306 socket   = /tmp/mysql.sock {code} * try to run {{qserv-configure}}, it fails with error: {code} /usr/local/home/salnikov/qserv-run/u.salnikov.DM-595/tmp/configure/mysql.sh: connect: Connection refused /usr/local/home/salnikov/qserv-run/u.salnikov.DM-595/tmp/configure/mysql.sh: line 13: /dev/tcp/127.0.0.1/23306: Connection refused ERROR 2003 (HY000): Can't connect to MySQL server on '127.0.0.1' (111) {code}  It looks like {{~/.my.cnf}} may be a left-over from some earlier qserv installation. If I remove it and re-run {{qserv-configure.py}} now it's not created anymore. Maybe worth adding some kind of protection to {{qserv-configure.py}} in case other users have this file in their home directory.",2,DM-989,datamanagement,user home directory break setup script presence .my.cnf file user home directory crash qserv-configure.py script parameter .my.cnf conflict parameter qserv.conf reproduce create file home directory code client user host port and/or socket host 127.0.0.1 port 3306 socket /tmp mysql.sock code try run qserv configure fail error code /usr local home salnikov qserv run u.salnikov dm-595 tmp configure mysql.sh connect connection refuse local home salnikov qserv run u.salnikov dm-595 tmp configure mysql.sh line 13 tcp/127.0.0.1/23306 connection refuse error 2003 hy000 connect mysql server 127.0.0.1 111 code look like ~/.my.cnf left early qserv installation remove run qserv-configure.py create anymore maybe worth add kind protection qserv-configure.py case user file home directory,".my.cnf in user HOME directory breaks setup script Presence of {{.my.cnf}} file in the user HOME directory crashes {{qserv-configure.py}} script if parameters in {{.my.cnf}} conflict with parameters in {{qserv.conf}}. How to reproduce: * create .my.cnf file in the home directory: {code} [client] user = anything # host/port and/or socket host = 127.0.0.1 port = 3306 socket = /tmp/mysql.sock {code} * try to run {{qserv-configure}}, it fails with error: {code} /usr/local/home/salnikov/qserv-run/u.salnikov.DM-595/tmp/configure/mysql.sh: connect: Connection refused /usr/local/home/salnikov/qserv-run/u.salnikov.DM-595/tmp/configure/mysql.sh: line 13: /dev/tcp/127.0.0.1/23306: Connection refused ERROR 2003 (HY000): Can't connect to MySQL server on '127.0.0.1' (111) {code} It looks like {{~/.my.cnf}} may be a left-over from some earlier qserv installation. If I remove it and re-run {{qserv-configure.py}} now it's not created anymore. Maybe worth adding some kind of protection to {{qserv-configure.py}} in case other users have this file in their home directory."
add query involving a blob to the integration tests We need to add a query (or more?) to the qserv_testdata that involve blobs. Blobs are interesting because they might break some parts of the qserv if we failed to escape things properly etc. ,2,DM-991,datamanagement,add query involve blob integration test need add query qserv_testdata involve blob blob interesting break part qserv fail escape thing properly etc,add query involving a blob to the integration tests We need to add a query (or more?) to the qserv_testdata that involve blobs. Blobs are interesting because they might break some parts of the qserv if we failed to escape things properly etc.
"improve message from qserv_testdata Currently, when I try to run qserv-benchmark but qserv_testdata was not setup, I am getting  {code} CRITICAL Unable to find tests datasets. -- FOR EUPS USERS : Please run :    eups distrib install qserv_testdata    setup qserv_testdata FOR NON-EUPS USERS : Please fill 'testdata_dir' value in ~/.lsst/qserv.conf with the path of the directory containing tests datasets or use --testdata-dir option. {code}  It is important to note in the section for eups users that this has to be called BEFORE qserv is setup, otherwise it has no effect. ",1,DM-993,datamanagement,improve message qserv_testdata currently try run qserv benchmark qserv_testdata setup get code critical unable find test dataset eups user run eup distrib install qserv_testdata setup qserv_testdata non eups user fill testdata_dir value ~/.lsst qserv.conf path directory contain test dataset use --testdata dir option code important note section eup user call qserv setup effect,"improve message from qserv_testdata Currently, when I try to run qserv-benchmark but qserv_testdata was not setup, I am getting {code} CRITICAL Unable to find tests datasets. -- FOR EUPS USERS : Please run : eups distrib install qserv_testdata setup qserv_testdata FOR NON-EUPS USERS : Please fill 'testdata_dir' value in ~/.lsst/qserv.conf with the path of the directory containing tests datasets or use --testdata-dir option. {code} It is important to note in the section for eups users that this has to be called BEFORE qserv is setup, otherwise it has no effect."
"make slot config validation more intelligent Slot config validation currently assumes that field names match plugin names, which is not always a safe assumption.  This can prevent certain algorithms from being used in slots.  We probably can't do this validation in Config.validate(); we need to check in the measurement Task constructor after the schema has already been constructed.",1,DM-994,datamanagement,slot config validation intelligent slot config validation currently assume field name match plugin name safe assumption prevent certain algorithm slot probably validation config.validate need check measurement task constructor schema construct,"make slot config validation more intelligent Slot config validation currently assumes that field names match plugin names, which is not always a safe assumption. This can prevent certain algorithms from being used in slots. We probably can't do this validation in Config.validate(); we need to check in the measurement Task constructor after the schema has already been constructed."
"Make NoiseReplacer a context manager I think the API for NoiseReplacer could be made more idiomatic (and possibly safer) by turning it into a ""context manager"" (i.e. so it can be used with the ""with"" statement).",1,DM-995,datamanagement,noisereplacer context manager think api noisereplacer idiomatic possibly safe turn context manager i.e. statement,"Make NoiseReplacer a context manager I think the API for NoiseReplacer could be made more idiomatic (and possibly safer) by turning it into a ""context manager"" (i.e. so it can be used with the ""with"" statement)."
"rename config file(s) in Qserv Rename local.qserv.cnf to qserv-czar.cnf. It is quite likely there are some other config files that would make sense to rename. If you see some candidates, let's discussion on qserv-l and do the renames.",1,DM-999,datamanagement,rename config file(s qserv rename local.qserv.cnf qserv-czar.cnf likely config file sense rename candidate let discussion qserv rename,"rename config file(s) in Qserv Rename local.qserv.cnf to qserv-czar.cnf. It is quite likely there are some other config files that would make sense to rename. If you see some candidates, let's discussion on qserv-l and do the renames."
"Modify assertAlmostEqual in ip_diffim subtractExposures.py unit test In unit test, the comparison     self.assertAlmostEqual(skp1[nk][np], skp2[nk][np], 4)   fails.  However if changed to    self.assertTrue(abs(skp1[nk][np]-skp2[nk][np]) < 10**-4)  which is the desired test, this succeeds.   This ticket will remove all assertAlmostEquals from subtractExposure.py and replace with the fundamental comparison operator of the absolute value of the differences.",1,DM-1001,datamanagement,modify assertalmostequal ip_diffim subtractexposures.py unit test unit test comparison self.assertalmostequal(skp1[nk][np skp2[nk][np fail change self.asserttrue(abs(skp1[nk][np]-skp2[nk][np 10**-4 desire test succeed ticket remove assertalmostequal subtractexposure.py replace fundamental comparison operator absolute value difference,"Modify assertAlmostEqual in ip_diffim subtractExposures.py unit test In unit test, the comparison self.assertAlmostEqual(skp1[nk][np], skp2[nk][np], 4) fails. However if changed to self.assertTrue(abs(skp1[nk][np]-skp2[nk][np]) < 10**-4) which is the desired test, this succeeds. This ticket will remove all assertAlmostEquals from subtractExposure.py and replace with the fundamental comparison operator of the absolute value of the differences."
Research Apache Mesos and Google Kubernetes It'd be good to check out Apache Mesos and Google Kubernetes and see how relevant they are for Qserv / LSST Database ,4,DM-1002,datamanagement,research apache mesos google kubernetes good check apache mesos google kubernetes relevant qserv lsst database,Research Apache Mesos and Google Kubernetes It'd be good to check out Apache Mesos and Google Kubernetes and see how relevant they are for Qserv / LSST Database
Provide Task documentation for ModelPsfMatchTask See Description (it's currently called PsfMatch) ,2,DM-1004,datamanagement,provide task documentation modelpsfmatchtask description currently call psfmatch,Provide Task documentation for ModelPsfMatchTask See Description (it's currently called PsfMatch)
fix names of meas_base plugins to match new naming standards Some meas_base plugins still have old-style algorithm names.,1,DM-1010,datamanagement,fix name meas_base plugin match new naming standard meas_base plugin old style algorithm names,fix names of meas_base plugins to match new naming standards Some meas_base plugins still have old-style algorithm names.
"Remove use of compound fields in minimal schema If we want to ultimately remove compound fields, we need to remove the ""coord"" field from the SimpleTable/SourceTable minimal schema, and provide a different way to get ra,dec from a source.",4,DM-1011,datamanagement,remove use compound field minimal schema want ultimately remove compound field need remove coord field simpletable sourcetable minimal schema provide different way ra dec source,"Remove use of compound fields in minimal schema If we want to ultimately remove compound fields, we need to remove the ""coord"" field from the SimpleTable/SourceTable minimal schema, and provide a different way to get ra,dec from a source."
"remove temporary workaround in new SkyCoord algorithm SingleFrameSkyCoordPlugin is using the Footprint Peak, not the centroid slot.  According to comments in the code, this is a workaround for some problem with centroids.  This needs to be fixed.",1,DM-1012,datamanagement,remove temporary workaround new skycoord algorithm singleframeskycoordplugin footprint peak centroid slot accord comment code workaround problem centroid need fix,"remove temporary workaround in new SkyCoord algorithm SingleFrameSkyCoordPlugin is using the Footprint Peak, not the centroid slot. According to comments in the code, this is a workaround for some problem with centroids. This needs to be fixed."
"Classification should set flags upon failure The classification algorithm claims it can never fail.  It can, and should report this.",2,DM-1013,datamanagement,classification set flag failure classification algorithm claim fail report,"Classification should set flags upon failure The classification algorithm claims it can never fail. It can, and should report this."
"Detailed documentation for GaussianCentroid We need more detailed documentation for the GaussianCentroid algorithm, in terms of how it actually computes the centroid.  We (Jim and Perry) have done what we can, but we need help from whoever actually wrote it (RHL, we think) to provide the rest.  In particular:  - Additional detail should be filled in in the class Doxygen for GaussianCentroidAlgorithm, in GaussianCentroid.h  - The ""noPeak"" flag field description and name should be compared to what the algorithm actually does with it.  It looks to me like it's a bit misnamed (and maybe shouldn't be considered an error condition at all, if we want to run this on difference images), but I'm not sure.",1,DM-1014,datamanagement,detailed documentation gaussiancentroid need detailed documentation gaussiancentroid algorithm term actually compute centroid jim perry need help actually write rhl think provide rest particular additional detail fill class doxygen gaussiancentroidalgorithm gaussiancentroid.h nopeak flag field description compare algorithm actually look like bit misname maybe consider error condition want run difference image sure,"Detailed documentation for GaussianCentroid We need more detailed documentation for the GaussianCentroid algorithm, in terms of how it actually computes the centroid. We (Jim and Perry) have done what we can, but we need help from whoever actually wrote it (RHL, we think) to provide the rest. In particular: - Additional detail should be filled in in the class Doxygen for GaussianCentroidAlgorithm, in GaussianCentroid.h - The ""noPeak"" flag field description and name should be compared to what the algorithm actually does with it. It looks to me like it's a bit misnamed (and maybe shouldn't be considered an error condition at all, if we want to run this on difference images), but I'm not sure."
"convert GaussianFlux to use shape, centroid slots We should cleanup and simplify the GaussianFlux algorithm to simply use the shape and centroid slot values instead of either computing its own or having configurable field names for where to look these up.",1,DM-1015,datamanagement,convert gaussianflux use shape centroid slot cleanup simplify gaussianflux algorithm simply use shape centroid slot value instead compute have configurable field name look,"convert GaussianFlux to use shape, centroid slots We should cleanup and simplify the GaussianFlux algorithm to simply use the shape and centroid slot values instead of either computing its own or having configurable field names for where to look these up."
"Detailed documentation for SdssCentroid We needed detailed documentation for how SdssCentroid actually works.  I think it involves fitting something like a symmetrized PSF model, but I'm sufficiently unsure of the details that RHL should write this, not me.  It should go in the Doxygen class docs for SdssCentroidAlgorithm in SdssCentroid.h in meas_base.",1,DM-1016,datamanagement,detailed documentation sdsscentroid need detailed documentation sdsscentroid actually work think involve fit like symmetrized psf model sufficiently unsure detail rhl write doxygen class doc sdsscentroidalgorithm sdsscentroid.h meas_base,"Detailed documentation for SdssCentroid We needed detailed documentation for how SdssCentroid actually works. I think it involves fitting something like a symmetrized PSF model, but I'm sufficiently unsure of the details that RHL should write this, not me. It should go in the Doxygen class docs for SdssCentroidAlgorithm in SdssCentroid.h in meas_base."
"fix testForced.py testForced.py is currently passing even though it probably should be failing: it's trying to get centroid values from a source which has neither a valid centroid slot or a Footprint with Peaks (I suspect because transforming a footprint might remove the peaks).  Prior to DM-976, that would have caused a segfault; on DM-976, I've turned it into an exception, which is then turned into a warning by the measurement framework.",2,DM-1017,datamanagement,fix testforced.py testforced.py currently pass probably fail try centroid value source valid centroid slot footprint peaks suspect transform footprint remove peak prior dm-976 cause segfault dm-976 turn exception turn warning measurement framework,"fix testForced.py testForced.py is currently passing even though it probably should be failing: it's trying to get centroid values from a source which has neither a valid centroid slot or a Footprint with Peaks (I suspect because transforming a footprint might remove the peaks). Prior to DM-976, that would have caused a segfault; on DM-976, I've turned it into an exception, which is then turned into a warning by the measurement framework."
"Fix incorrect eupspkg config for astrometry_net The clang patch from 8.0.0. version was (correctly) deleted. However, the patch identity was still left in the eupspkg config's protocol.  This will delete the last vestige of the formerly necessary clang patch.",2,DM-1018,datamanagement,fix incorrect eupspkg config astrometry_net clang patch 8.0.0 version correctly delete patch identity leave eupspkg config protocol delete vestige necessary clang patch,"Fix incorrect eupspkg config for astrometry_net The clang patch from 8.0.0. version was (correctly) deleted. However, the patch identity was still left in the eupspkg config's protocol. This will delete the last vestige of the formerly necessary clang patch."
"fix warnings related to libraries pulled through dependent package This came up during migrating qserv to the new logging system, and it can be reproduced by taking log4cxx, see DM-983, essentially:  {code} eups distrib install -c log4cxx 0.10.0.lsst1 -r http://lsst-web.ncsa.illinois.edu/~becla/distrib -r http://sw.lsstcorp.org/eupspkg {code}  cloning log package (contrib/log.git), building it and installing in your stack, and finally taking the branch u/jbecla/DM-207 of qserv and building it.  The warnings looks like:  {code}/usr/bin/ld: warning: libutils.so, needed by /usr/local/home/becla/qservDev/Linux64/log/1.0.0/lib/liblog.so, not found (try using -rpath or -rpath-link) /usr/bin/ld: warning: libpex_exceptions.so, needed by /usr/local/home/becla/qservDev/Linux64/log/1.0.0/lib/liblog.so, not found (try using -rpath or -rpath-link) /usr/bin/ld: warning: libbase.so, needed by /usr/local/home/becla/qservDev/Linux64/log/1.0.0/lib/liblog.so, not found (try using -rpath or -rpath-link) {code}  and they show up when I build qserv package, and are triggered by the liblog. I suspect sconsUtils deal with that sort of issues, but since we have our own scons system for qserv it is not handled. Fabrice, can you try to find a reasonable solution for that? Thanks!",1,DM-1022,datamanagement,fix warning relate library pull dependent package come migrate qserv new log system reproduce take log4cxx dm-983 essentially code eup distrib install log4cxx 0.10.0.lsst1 http://lsst-web.ncsa.illinois.edu/~becla/distrib -r http://sw.lsstcorp.org/eupspkg code clone log package contrib log.git build instal stack finally take branch jbecla dm-207 qserv build warning look like code}/usr bin ld warning libutils.so need /usr local home becla qservdev linux64 log/1.0.0 lib liblog.so find try -rpath -rpath link bin ld warning libpex_exceptions.so need /usr local home becla qservdev linux64 log/1.0.0 lib liblog.so find try -rpath -rpath link bin ld warning libbase.so need /usr local home becla qservdev linux64 log/1.0.0 lib liblog.so find try -rpath -rpath link code build qserv package trigger liblog suspect sconsutils deal sort issue scon system qserv handle fabrice try find reasonable solution thank,"fix warnings related to libraries pulled through dependent package This came up during migrating qserv to the new logging system, and it can be reproduced by taking log4cxx, see DM-983, essentially: {code} eups distrib install -c log4cxx 0.10.0.lsst1 -r http://lsst-web.ncsa.illinois.edu/~becla/distrib -r http://sw.lsstcorp.org/eupspkg {code} cloning log package (contrib/log.git), building it and installing in your stack, and finally taking the branch u/jbecla/DM-207 of qserv and building it. The warnings looks like: {code}/usr/bin/ld: warning: libutils.so, needed by /usr/local/home/becla/qservDev/Linux64/log/1.0.0/lib/liblog.so, not found (try using -rpath or -rpath-link) /usr/bin/ld: warning: libpex_exceptions.so, needed by /usr/local/home/becla/qservDev/Linux64/log/1.0.0/lib/liblog.so, not found (try using -rpath or -rpath-link) /usr/bin/ld: warning: libbase.so, needed by /usr/local/home/becla/qservDev/Linux64/log/1.0.0/lib/liblog.so, not found (try using -rpath or -rpath-link) {code} and they show up when I build qserv package, and are triggered by the liblog. I suspect sconsUtils deal with that sort of issues, but since we have our own scons system for qserv it is not handled. Fabrice, can you try to find a reasonable solution for that? Thanks!"
"make use of MeasurementDataFlags We started adding a system to allow algorithms to declare what kind of data they can run on, but never really put it in place.  To do this, we should:  - Add more flags (at least NO_CALIB).  - Pass these flags in pipe_tasks and other places with tasks that use measurement tasks as subtasks (for instance, we should set NO_WCS and NO_CALIB during calibrate.initialMeasurement, and COADD in processCoadd).  - Add checks for these flags in appropriate algorithms.  For instance, PsfFlux should fail in construction if NO_PSF is set, and PeakLikelihoodFlux should fail if PRECONVOLVED is not set.",6,DM-1026,datamanagement,use measurementdataflag start add system allow algorithm declare kind datum run place add flag no_calib pass flag pipe_task place task use measurement task subtask instance set no_wcs no_calib calibrate.initialmeasurement coadd processcoadd add check flag appropriate algorithm instance psfflux fail construction no_psf set peaklikelihoodflux fail preconvolved set,"make use of MeasurementDataFlags We started adding a system to allow algorithms to declare what kind of data they can run on, but never really put it in place. To do this, we should: - Add more flags (at least NO_CALIB). - Pass these flags in pipe_tasks and other places with tasks that use measurement tasks as subtasks (for instance, we should set NO_WCS and NO_CALIB during calibrate.initialMeasurement, and COADD in processCoadd). - Add checks for these flags in appropriate algorithms. For instance, PsfFlux should fail in construction if NO_PSF is set, and PeakLikelihoodFlux should fail if PRECONVOLVED is not set."
qserv-version.sh produces incorrect version number I have just installed qserv on a clean machine (this is in a new virtual machine running Ubuntu12.04) which got me version 2014_07.0 installed: {code} $ eups list qserv    2014_07.0    current b76 $ setup qserv $ eups list qserv    2014_07.0    current b76 setup $ echo $QSERV_DIR /opt/salnikov/STACK/Linux64/qserv/2014_07.0 {code}  but the {{qserv-version.sh}} script still thinks that I'm running older version: {code} $ qserv-version.sh 2014_05.0 {code},2,DM-1028,datamanagement,qserv-version.sh produce incorrect version number instal qserv clean machine new virtual machine run ubuntu12.04 get version 2014_07.0 instal code eup list qserv 2014_07.0 current b76 setup qserv eup list qserv 2014_07.0 current b76 setup echo qserv_dir salnikov stack linux64 qserv/2014_07.0 code qserv-version.sh script think run old version code qserv-version.sh 2014_05.0 code,qserv-version.sh produces incorrect version number I have just installed qserv on a clean machine (this is in a new virtual machine running Ubuntu12.04) which got me version 2014_07.0 installed: {code} $ eups list qserv 2014_07.0 current b76 $ setup qserv $ eups list qserv 2014_07.0 current b76 setup $ echo $QSERV_DIR /opt/salnikov/STACK/Linux64/qserv/2014_07.0 {code} but the {{qserv-version.sh}} script still thinks that I'm running older version: {code} $ qserv-version.sh 2014_05.0 {code}
"""source"" command is not in standard shell {{qserv-start.sh}} script fails when installed on Ubuntu12.04: {code} $ ~/qserv-run/2014_05.0/bin/qserv-start.sh /home/salnikov/qserv-run/2014_05.0/bin/qserv-start.sh: 4: /home/salnikov/qserv-run/2014_05.0/bin/qserv-start.sh: source: not found /home/salnikov/qserv-run/2014_05.0/bin/qserv-start.sh: 6: /home/salnikov/qserv-run/2014_05.0/bin/qserv-start.sh: check_qserv_run_dir: not found {code}  It complains about {{source}} command. {{source}} is not standard POSIX shell command, it is an extension which exists in many shells. Apparently in older Ubuntu version {{/bin/sh}} is stricter about non-standard features.   To fix the script one either has to use standard . (dot) command or change shebang to {{#!/bin/bash}}. This of course applies to all our executable scripts.",2,DM-1029,datamanagement,source command standard shell qserv-start.sh script fail instal ubuntu12.04 code ~/qserv run/2014_05.0 bin qserv start.sh /home salnikov qserv run/2014_05.0 bin qserv start.sh /home salnikov qserv run/2014_05.0 bin qserv start.sh source find salnikov qserv run/2014_05.0 bin qserv start.sh /home salnikov qserv run/2014_05.0 bin qserv start.sh check_qserv_run_dir find code complain source command source standard posix shell command extension exist shell apparently old ubuntu version /bin sh strict non standard feature fix script use standard dot command change shebang /bin bash course apply executable script,"""source"" command is not in standard shell {{qserv-start.sh}} script fails when installed on Ubuntu12.04: {code} $ ~/qserv-run/2014_05.0/bin/qserv-start.sh /home/salnikov/qserv-run/2014_05.0/bin/qserv-start.sh: 4: /home/salnikov/qserv-run/2014_05.0/bin/qserv-start.sh: source: not found /home/salnikov/qserv-run/2014_05.0/bin/qserv-start.sh: 6: /home/salnikov/qserv-run/2014_05.0/bin/qserv-start.sh: check_qserv_run_dir: not found {code} It complains about {{source}} command. {{source}} is not standard POSIX shell command, it is an extension which exists in many shells. Apparently in older Ubuntu version {{/bin/sh}} is stricter about non-standard features. To fix the script one either has to use standard . (dot) command or change shebang to {{#!/bin/bash}}. This of course applies to all our executable scripts."
"eliminate confusing config side-effects in CalibrateTask CalibrateTask does some unexpected things differently if you configure it certain ways, because it perceives certain processing as only being necessary to feed other steps.  In particular, if you disable astrometry and photometric calibration, it only runs measurement once, because it assumes the only purpose of the post-PSF measurement is to feed those algorithms.  This (as well as poor test coverage) made it easy to break CalibrateTask in the case where those options are disabled a few branches back.  After conferring with Simon and Andy, we think the best solution is to remove this sort of conditional processing from CalibrateTask, which should also make it much easier to read.  Instead, we'll always do both the initial and final phase of measurement, even if one of those phases is not explicitly being used within CalibrateTask itself.",1,DM-1041,datamanagement,eliminate confuse config effect calibratetask calibratetask unexpected thing differently configure certain way perceive certain processing necessary feed step particular disable astrometry photometric calibration run measurement assume purpose post psf measurement feed algorithm poor test coverage easy break calibratetask case option disable branch confer simon andy think good solution remove sort conditional processing calibratetask easy read instead initial final phase measurement phase explicitly calibratetask,"eliminate confusing config side-effects in CalibrateTask CalibrateTask does some unexpected things differently if you configure it certain ways, because it perceives certain processing as only being necessary to feed other steps. In particular, if you disable astrometry and photometric calibration, it only runs measurement once, because it assumes the only purpose of the post-PSF measurement is to feed those algorithms. This (as well as poor test coverage) made it easy to break CalibrateTask in the case where those options are disabled a few branches back. After conferring with Simon and Andy, we think the best solution is to remove this sort of conditional processing from CalibrateTask, which should also make it much easier to read. Instead, we'll always do both the initial and final phase of measurement, even if one of those phases is not explicitly being used within CalibrateTask itself."
Create a permanent and accessible mapping of the BB# and the bNNN.  Create a permanent and accessible mapping of the BB# and the bNNN.   The users are interested in the BB# since is is used to point to the STDIO file form the entire stack build. The bNNN is needed because the daily life of the developer revolves around the stack tagged alternately by the bNNN tags and/or the DM Release tags. ,2,DM-1045,datamanagement,create permanent accessible mapping bb bnnn create permanent accessible mapping bb bnnn user interested bb point stdio file form entire stack build bnnn need daily life developer revolve stack tag alternately bnnn tag and/or dm release tag,Create a permanent and accessible mapping of the BB# and the bNNN. Create a permanent and accessible mapping of the BB# and the bNNN. The users are interested in the BB# since is is used to point to the STDIO file form the entire stack build. The bNNN is needed because the daily life of the developer revolves around the stack tagged alternately by the bNNN tags and/or the DM Release tags.
"init.d/qserv-czar needs LD_LIBRARY path With the addition of log we now need to find some shared libraries from stack. Current version of qserv-czar init.d script does not capture LD_LIBRARY_PATH, so we should add it there. ",1,DM-1054,datamanagement,init.d qserv czar need ld_library path addition log need find share library stack current version qserv czar init.d script capture ld_library_path add,"init.d/qserv-czar needs LD_LIBRARY path With the addition of log we now need to find some shared libraries from stack. Current version of qserv-czar init.d script does not capture LD_LIBRARY_PATH, so we should add it there."
"Remove unnecessary pieces from qserv czar config The config file for the qserv czar has some items that are no longer relevant, and in this issue, we focus on the ones that are clearly the responsibility of our qserv css.  This ticket includes: -- removing these items from the installation/configuration templates -- removing these items from sample configuration files -- removing these items from the code that reads in the configuration file and sets defaults for these items -- fixing things that seem to break as a result of this cleanup.  danielw volunteers to assist on the last item, as needed.  ",2,DM-1055,datamanagement,remove unnecessary piece qserv czar config config file qserv czar item long relevant issue focus one clearly responsibility qserv css ticket include remove item installation configuration template remove item sample configuration file remove item code read configuration file set default item fix thing break result cleanup danielw volunteer assist item need,"Remove unnecessary pieces from qserv czar config The config file for the qserv czar has some items that are no longer relevant, and in this issue, we focus on the ones that are clearly the responsibility of our qserv css. This ticket includes: -- removing these items from the installation/configuration templates -- removing these items from sample configuration files -- removing these items from the code that reads in the configuration file and sets defaults for these items -- fixing things that seem to break as a result of this cleanup. danielw volunteers to assist on the last item, as needed."
"fix SubSchema handling of ""."" and ""_"" SubSchema didn't get included in the rest of the switch from ""."" to ""_"" as a field name separator.  As part of fixing this, we should also be able to simplify the code in the slot definers in SourceTable.",1,DM-1058,datamanagement,fix subschema handling subschema include rest switch field separator fix able simplify code slot definer sourcetable,"fix SubSchema handling of ""."" and ""_"" SubSchema didn't get included in the rest of the switch from ""."" to ""_"" as a field name separator. As part of fixing this, we should also be able to simplify the code in the slot definers in SourceTable."
"track down difference in SdssShape implementation The meas_base version of SdssShape produces slightly different outputs from the original version in meas_algorithms, but these should be identical.  We should understand this difference rather than assume its benign just because it's small.",2,DM-1059,datamanagement,track difference sdssshape implementation meas_base version sdssshape produce slightly different output original version meas_algorithm identical understand difference assume benign small,"track down difference in SdssShape implementation The meas_base version of SdssShape produces slightly different outputs from the original version in meas_algorithms, but these should be identical. We should understand this difference rather than assume its benign just because it's small."
"move algorithm implementations out of separate subdirectory We should move the code in the algorithms subdirectory (and namespace) into the .cc files that correspond to individual algorithms.  They should generally go into anonymous namespaces there.  After doing so, we should do one more test to compare the meas_base and meas_algorithms implementations.",1,DM-1067,datamanagement,algorithm implementation separate subdirectory code algorithm subdirectory namespace .cc file correspond individual algorithm generally anonymous namespace test compare meas_base meas_algorithms implementation,"move algorithm implementations out of separate subdirectory We should move the code in the algorithms subdirectory (and namespace) into the .cc files that correspond to individual algorithms. They should generally go into anonymous namespaces there. After doing so, we should do one more test to compare the meas_base and meas_algorithms implementations."
