description,storypoint,issuekey,dataset_name,treated_description_ml,treated_description_bert
"The string ""Deleted - course tags"" needs to be properly capitalised # Create a course.  # Delete it.  # Notice on the deletion process that it says ""Deleted - course tags"", rather than ""Deleted - Course tags"".",1,MDL-41387,moodle,string deleted course tag need properly capitalise create course delete notice deletion process say deleted course tag deleted course tag,"The string ""Deleted - course tags"" needs to be properly capitalised # Create a course. # Delete it. # Notice on the deletion process that it says ""Deleted - course tags"", rather than ""Deleted - Course tags""."
The auth/db authentication plugin should trigger the user_created/updated event h3. Summary    Handling events is a great way to tap into Moodle to extend some of it parts. I need to add some logic to authorization process. Moodle instance I work on uses two auth plugins: db and ldap.     LDAP already provide events when users are created. I'd like to extend db plugin to do the same.     h3. ToDo    Extend auth/db to emit event on user creation. ,8,MDL-41389,moodle,auth db authentication plugin trigger user_created update event h3 summary handling event great way tap moodle extend part need add logic authorization process moodle instance work use auth plugin db ldap ldap provide event user create like extend db plugin h3 todo extend auth db emit event user creation,The auth/db authentication plugin should trigger the user_created/updated event h3. Summary Handling events is a great way to tap into Moodle to extend some of it parts. I need to add some logic to authorization process. Moodle instance I work on uses two auth plugins: db and ldap. LDAP already provide events when users are created. I'd like to extend db plugin to do the same. h3. ToDo Extend auth/db to emit event on user creation.
"Clean theme needs the upgrade page to be dumb # Install Moodle 2.2  # Set in config.php: $CFG->theme = 'clean';  # Attempt to upgrade to Moodle 2.6:    On /admin/, it all goes pete tong and you can't move forward:    {code}  [Fri Aug 23 11:47:27 2013] [error] [client 127.0.0.1] Default exception handler: Table ""course_format_options"" does not exist     Debug:   Error code: ddltablenotexist  * line 567 of /lib/dml/moodle_database.php: dml_exception thrown  * line 1189 of /lib/dml/moodle_database.php: call to moodle_database->where_clause()  * line 582 of /course/format/lib.php: call to moodle_database->get_records()  * line 239 of /course/format/lib.php: call to format_base->get_format_options()  * line 419 of /course/format/lib.php: call to format_base->get_course()  * line 1788 of /lib/navigationlib.php: call to format_base->extend_course_navigation()  * line 1093 of /lib/navigationlib.php: call to global_navigation->load_course_sections()  * line 2977 of /lib/navigationlib.php: call to global_navigation->initialise()  * line 3020 of /lib/navigationlib.php: call to navbar->has_items()  * line 55 of /theme/bootstrapbase/renderers/core_renderer.php: call to navbar->get_items()  * line 57 of /theme/clean/layout/columns1.php: call to theme_bootstrapbase_core_renderer->navbar()  * line 847 of /lib/outputrenderers.php: call to include()  * line 777 of /lib/outputrenderers.php: call to core_renderer->render_page_layout()  * line ? of unknownfile: call to core_renderer->header()  * line 234 of /lib/outputrenderers.php: call to call_user_func_array()  * line 146 of /admin/renderer.php: call to plugin_renderer_base->__call()  * line 146 of /admin/renderer.php: call to core_admin_renderer->header()  * line 264 of /admin/index.php: call to core_admin_renderer->upgrade_confirm_page()  , referer: http://dan.moodle.local/m/pm/  {code}",8,MDL-41398,moodle,clean theme need upgrade page dumb install moodle 2.2 set config.php cfg->theme clean attempt upgrade moodle 2.6 /admin/ go pete tong forward code fri aug 23 11:47:27 2013 error client 127.0.0.1 default exception handler table course_format_option exist debug error code ddltablenotexist line 567 /lib dml moodle_database.php dml_exception throw line 1189 /lib dml moodle_database.php moodle_database->where_clause line 582 /course format lib.php moodle_database->get_record line 239 /course format lib.php format_base->get_format_option line 419 /course format lib.php format_base->get_course line 1788 /lib navigationlib.php format_base->extend_course_navigation line 1093 /lib navigationlib.php global_navigation->load_course_sections line 2977 /lib navigationlib.php global_navigation->initialise line 3020 /lib navigationlib.php navbar->has_items line 55 /theme bootstrapbase renderer core_renderer.php navbar->get_item line 57 /theme clean layout columns1.php theme_bootstrapbase_core_renderer->navbar line 847 /lib outputrenderers.php include line 777 /lib outputrenderers.php core_renderer->render_page_layout line unknownfile core_renderer->header line 234 /lib outputrenderers.php call_user_func_array line 146 renderer.php plugin_renderer_base->__call line 146 renderer.php core_admin_renderer->header line 264 index.php core_admin_renderer->upgrade_confirm_page referer http://dan.moodle.local/m/pm/ code,"Clean theme needs the upgrade page to be dumb # Install Moodle 2.2 # Set in config.php: $CFG->theme = 'clean'; # Attempt to upgrade to Moodle 2.6: On /admin/, it all goes pete tong and you can't move forward: {code} [Fri Aug 23 11:47:27 2013] [error] [client 127.0.0.1] Default exception handler: Table ""course_format_options"" does not exist Debug: Error code: ddltablenotexist * line 567 of /lib/dml/moodle_database.php: dml_exception thrown * line 1189 of /lib/dml/moodle_database.php: call to moodle_database->where_clause() * line 582 of /course/format/lib.php: call to moodle_database->get_records() * line 239 of /course/format/lib.php: call to format_base->get_format_options() * line 419 of /course/format/lib.php: call to format_base->get_course() * line 1788 of /lib/navigationlib.php: call to format_base->extend_course_navigation() * line 1093 of /lib/navigationlib.php: call to global_navigation->load_course_sections() * line 2977 of /lib/navigationlib.php: call to global_navigation->initialise() * line 3020 of /lib/navigationlib.php: call to navbar->has_items() * line 55 of /theme/bootstrapbase/renderers/core_renderer.php: call to navbar->get_items() * line 57 of /theme/clean/layout/columns1.php: call to theme_bootstrapbase_core_renderer->navbar() * line 847 of /lib/outputrenderers.php: call to include() * line 777 of /lib/outputrenderers.php: call to core_renderer->render_page_layout() * line ? of unknownfile: call to core_renderer->header() * line 234 of /lib/outputrenderers.php: call to call_user_func_array() * line 146 of /admin/renderer.php: call to plugin_renderer_base->__call() * line 146 of /admin/renderer.php: call to core_admin_renderer->header() * line 264 of /admin/index.php: call to core_admin_renderer->upgrade_confirm_page() , referer: http://dan.moodle.local/m/pm/ {code}"
Replace enrol_meta event handlers with event observers Replace enrol_meta event handlers with event observers ,8,MDL-41413,moodle,replace enrol_meta event handler event observer replace enrol_meta event handler event observer,Replace enrol_meta event handlers with event observers Replace enrol_meta event handlers with event observers
Fix user_loggedin event to respect base access specifiers and wrong usage of object creation in get_name() get_legacy_logdata() should be protected in user_loggedin event  get_name() should not use new with get_string(),1,MDL-41415,moodle,fix user_loggedin event respect base access specifier wrong usage object creation get_name get_legacy_logdata protect user_loggedin event get_name use new get_string,Fix user_loggedin event to respect base access specifiers and wrong usage of object creation in get_name() get_legacy_logdata() should be protected in user_loggedin event get_name() should not use new with get_string()
"core_files_externallib_testcase::test_get_files sporadically fails This test keeps failing on the integration server because of minor time differences.    # Ideally you would change the test so it doesn't depend on us having the two evaluations happen within 1 second of each other because that often leads to failures.  # But also, your test data is wrong, its passing because php sucks, but as this diff below shows:  ## {{'itemid' => 1}} should be {{'itemid' => '1'}}  ## {{'isdir' => null}} should be {{'isdir' => false}}      Output:  {code}  core_files_externallib_testcase::test_get_files  Failed asserting that two arrays are equal.  --- Expected  +++ Actual  @@ @@               'filearea' => 'content'  -            'itemid' => '1'  +            'itemid' => 1               'filepath' => '/'               'filename' => 'Simple4.txt'               'url' => 'http://www.example.com/moodle...e4.txt'  -            'isdir' => false  -            'timemodified' => '1377497719'  +            'isdir' => null  +            'timemodified' => '1377497718'           )       )   )    /var/lib/jenkins/git_repositories/master/files/tests/externallib_test.php:285  /var/lib/jenkins/git_repositories/master/lib/phpunit/classes/advanced_testcase.php:76  {code}    http://integration.moodle.org/job/20.%20Run%20phpunit%20UnitTests%20(master)/1551/testReport/junit/(root)/core_files_externallib_testcase/test_get_files/",2,MDL-41419,moodle,core_files_externallib_testcase::test_get_file sporadically fail test keep fail integration server minor time difference ideally change test depend have evaluation happen second lead failure test datum wrong pass php suck diff show itemid itemid isdir null isdir false output code core_files_externallib_testcase::test_get_file fail assert array equal expect actual filearea content itemid itemid filepath filename simple4.txt url http://www.example.com/moodle...e4.txt isdir false timemodifie 1377497719 isdir null timemodifie 1377497718 lib jenkin git_repositories master file test externallib_test.php:285 /var lib jenkin git_repositories master lib phpunit class advanced_testcase.php:76 code http://integration.moodle.org/job/20.%20run%20phpunit%20unittests%20(master)/1551/testreport/junit/(root)/core_files_externallib_testcase/test_get_files/,"core_files_externallib_testcase::test_get_files sporadically fails This test keeps failing on the integration server because of minor time differences. # Ideally you would change the test so it doesn't depend on us having the two evaluations happen within 1 second of each other because that often leads to failures. # But also, your test data is wrong, its passing because php sucks, but as this diff below shows: ## {{'itemid' => 1}} should be {{'itemid' => '1'}} ## {{'isdir' => null}} should be {{'isdir' => false}} Output: {code} core_files_externallib_testcase::test_get_files Failed asserting that two arrays are equal. --- Expected +++ Actual @@ @@ 'filearea' => 'content' - 'itemid' => '1' + 'itemid' => 1 'filepath' => '/' 'filename' => 'Simple4.txt' 'url' => 'http://www.example.com/moodle...e4.txt' - 'isdir' => false - 'timemodified' => '1377497719' + 'isdir' => null + 'timemodified' => '1377497718' ) ) ) /var/lib/jenkins/git_repositories/master/files/tests/externallib_test.php:285 /var/lib/jenkins/git_repositories/master/lib/phpunit/classes/advanced_testcase.php:76 {code} http://integration.moodle.org/job/20.%20Run%20phpunit%20UnitTests%20(master)/1551/testReport/junit/(root)/core_files_externallib_testcase/test_get_files/"
Missing space between coursefiles and course short name in filepicker Missing space between coursefiles and course short name in filepicker    I've attached a screenshot,3,MDL-41428,moodle,miss space coursefile course short filepicker miss space coursefile course short filepicker attach screenshot,Missing space between coursefiles and course short name in filepicker Missing space between coursefiles and course short name in filepicker I've attached a screenshot
"missing plugins are not displayed on plugins overview page 1/ modules and blocks tell you when there are plugins that were not uninstalled properly, but other types of plugins do not   we need to look for versions in config_plguins table... this creates multiple problems because there are leftovers in multiple core tables and admin can not easily force uninstall    2/ plugin_manager class should be used strictly for management of plugins, for everything else it is huge, slow and often even incorrect because the get_plugins method returns even uninstalled modules and blocks. The solution is to use core_component which is extremely fast compared to plugin_manager abstraction.    3/ Another problem is that modules and blocks store version info in special db tables instead of standard config_plugins table.    4/ review plugin_manager performance and caching",20,MDL-41437,moodle,miss plugin display plugin overview page 1/ module block tell plugin uninstalle properly type plugin need look version config_plguin table create multiple problem leftover multiple core table admin easily force uninstall 2/ plugin_manager class strictly management plugin huge slow incorrect get_plugin method return uninstalled module block solution use core_component extremely fast compare plugin_manager abstraction 3/ problem module block store version info special db table instead standard config_plugins table 4/ review plugin_manager performance cache,"missing plugins are not displayed on plugins overview page 1/ modules and blocks tell you when there are plugins that were not uninstalled properly, but other types of plugins do not we need to look for versions in config_plguins table... this creates multiple problems because there are leftovers in multiple core tables and admin can not easily force uninstall 2/ plugin_manager class should be used strictly for management of plugins, for everything else it is huge, slow and often even incorrect because the get_plugins method returns even uninstalled modules and blocks. The solution is to use core_component which is extremely fast compared to plugin_manager abstraction. 3/ Another problem is that modules and blocks store version info in special db tables instead of standard config_plugins table. 4/ review plugin_manager performance and caching"
Change core renderer methods to produce plain headings by default.  2 functions in the core renderer need some changes so that by default they do not add the 'main' class to headings and so that the level can be specified for heading_with_help.    This would need documenting in themes/upgrade.txt and all uses of .main class in all core themes updated to work without it.        ,2,MDL-41438,moodle,change core renderer method produce plain heading default function core renderer need change default add main class heading level specify heading_with_help need documenting theme upgrade.txt use class core theme update work,Change core renderer methods to produce plain headings by default. 2 functions in the core renderer need some changes so that by default they do not add the 'main' class to headings and so that the level can be specified for heading_with_help. This would need documenting in themes/upgrade.txt and all uses of .main class in all core themes updated to work without it.
"new completion events have ""new get_string(...)"" - get_string is a method not a class. grep -r ""new get_string"" *    lib/classes/event/course_completed.php:        return new get_string('eventcoursecompleted', 'core_completion');  lib/classes/event/course_completion_updated.php:        return new get_string('eventcoursecompletionupdated', 'core_completion');  lib/classes/event/course_module_completion_updated.php:        return new get_string('eventcoursemodulecompletionupdated', 'core_completion');    ",1,MDL-41440,moodle,new completion event new get_string get_string method class grep new get_string lib class event course_completed.php return new get_string('eventcoursecomplete core_completion lib class event course_completion_updated.php return new get_string('eventcoursecompletionupdated core_completion lib class event course_module_completion_updated.php return new get_string('eventcoursemodulecompletionupdate core_completion,"new completion events have ""new get_string(...)"" - get_string is a method not a class. grep -r ""new get_string"" * lib/classes/event/course_completed.php: return new get_string('eventcoursecompleted', 'core_completion'); lib/classes/event/course_completion_updated.php: return new get_string('eventcoursecompletionupdated', 'core_completion'); lib/classes/event/course_module_completion_updated.php: return new get_string('eventcoursemodulecompletionupdated', 'core_completion');"
"Upgrading from 1.9 to 2.2 (en-route to 2.4.5) has errors with certain kinds of URL link We had a customer site running 1.9.19.  They had (in most of their courses) a file link resource to an uploaded html file at the top of the course, a big file of instructions in many sections, and then further down in each topic section they had a file/website link resource to the same uploaded file, but specifying an anchor in the file, so that the learner could click on this resource and be taken to the relevant part of the big html file.    So those resources all ended with the same filename, like this: /path/to/file/instructions.html#3    The #3 (or whatever number) opened the html file and scrolled down to the relevant anchor.    If you run a moodle upgrade on this site from 1.9 to 2.2 (which *has* to be done before going to 2.4) then the main uploaded file link resource converts correctly, but the resources containing links to specific anchors in that html file start to convert as file links (rather than website links) and then fail, because the file instructions.html#3 (or whatever) does not exist.    This particular customer site ended up with about 1400 broken resources, all of them of the above type - a link to an uploaded html file with the anchor number specified on the file link.    I know that 1.9 and 2.2 are no longer officially reported, but we, in common no doubt with a lot of partners, still have quite a number of 1.9 sites to upgrade, and if we come across this kind of resource link again, and the conversion process does not handle the resource correctly we end up with potentially hundreds or thousands of broken resources to fix.    Anyone got any ideas on how to handle this kind of resource?  Any chance of the upgrade code in 2.2 being altered to handle this?",20,MDL-41447,moodle,upgrade 1.9 2.2 en route 2.4.5 error certain kind url link customer site run 1.9.19 course file link resource uploaded html file course big file instruction section topic section file website link resource uploaded file specify anchor file learner click resource take relevant big html file resource end filename like /path file instructions.html#3 number open html file scroll relevant anchor run moodle upgrade site 1.9 2.2 go 2.4 main uploaded file link resource convert correctly resource contain link specific anchor html file start convert file link website link fail file instructions.html#3 exist particular customer site end 1400 broken resource type link uploaded html file anchor number specify file link know 1.9 2.2 long officially report common doubt lot partner number 1.9 site upgrade come kind resource link conversion process handle resource correctly end potentially hundred thousand break resource fix get idea handle kind resource chance upgrade code 2.2 alter handle,"Upgrading from 1.9 to 2.2 (en-route to 2.4.5) has errors with certain kinds of URL link We had a customer site running 1.9.19. They had (in most of their courses) a file link resource to an uploaded html file at the top of the course, a big file of instructions in many sections, and then further down in each topic section they had a file/website link resource to the same uploaded file, but specifying an anchor in the file, so that the learner could click on this resource and be taken to the relevant part of the big html file. So those resources all ended with the same filename, like this: /path/to/file/instructions.html#3 The #3 (or whatever number) opened the html file and scrolled down to the relevant anchor. If you run a moodle upgrade on this site from 1.9 to 2.2 (which *has* to be done before going to 2.4) then the main uploaded file link resource converts correctly, but the resources containing links to specific anchors in that html file start to convert as file links (rather than website links) and then fail, because the file instructions.html#3 (or whatever) does not exist. This particular customer site ended up with about 1400 broken resources, all of them of the above type - a link to an uploaded html file with the anchor number specified on the file link. I know that 1.9 and 2.2 are no longer officially reported, but we, in common no doubt with a lot of partners, still have quite a number of 1.9 sites to upgrade, and if we come across this kind of resource link again, and the conversion process does not handle the resource correctly we end up with potentially hundreds or thousands of broken resources to fix. Anyone got any ideas on how to handle this kind of resource? Any chance of the upgrade code in 2.2 being altered to handle this?"
"Fix existing events to respect base access specifiers Events in assignment has get_legacy_logdata() as public. It should be protected as in base event.  Also, get_name() should return string and not lang_string object.",1,MDL-41456,moodle,fix exist event respect base access specifier event assignment get_legacy_logdata public protect base event get_name return string lang_stre object,"Fix existing events to respect base access specifiers Events in assignment has get_legacy_logdata() as public. It should be protected as in base event. Also, get_name() should return string and not lang_string object."
"Tidying up the new mod edit buttons There are couple of things that look slightly unfinished with new modules editing buttons.     1. With $CFG->modeditingmenu off the spacing between icons is uneven (see screenshot)  2. With $CFG->modeditingmenu on the open menu does not close after selecting an item from it. Especially inconvinient in case of clicking on buttons to change identation. Or also menu stays open when one clicks ""delete"" and then ""cancel""  3. On narrow screen the module editing icons and completion icon don't like each other (attached screenshots in standard and clean themes).    -and last, it was probably discussed already, but could we make this button to toggle the menu and not only open? I would assume that this is what people are expecting. Thanks!- - already requested in MDL-40976",20,MDL-41504,moodle,tidy new mod edit button couple thing look slightly unfinished new module edit button cfg->modeditingmenu spacing icon uneven screenshot cfg->modeditingmenu open menu close select item especially inconvinient case click button change identation menu stay open click delete cancel narrow screen module edit icon completion icon like attach screenshot standard clean theme -and probably discuss button toggle menu open assume people expect thanks!- request mdl-40976,"Tidying up the new mod edit buttons There are couple of things that look slightly unfinished with new modules editing buttons. 1. With $CFG->modeditingmenu off the spacing between icons is uneven (see screenshot) 2. With $CFG->modeditingmenu on the open menu does not close after selecting an item from it. Especially inconvinient in case of clicking on buttons to change identation. Or also menu stays open when one clicks ""delete"" and then ""cancel"" 3. On narrow screen the module editing icons and completion icon don't like each other (attached screenshots in standard and clean themes). -and last, it was probably discussed already, but could we make this button to toggle the menu and not only open? I would assume that this is what people are expecting. Thanks!- - already requested in MDL-40976"
"Clean theme: Section visibility icon disappears on narrow screens 2.5 only.  Open course page (topic/weeks format) with editing mode on, change theme to Clean.    Notice that each section has move and visibility icons. Resize window to make it small and both icons disappear.",8,MDL-41505,moodle,clean theme section visibility icon disappear narrow screen 2.5 open course page topic week format editing mode change theme clean notice section visibility icon resize window small icon disappear,"Clean theme: Section visibility icon disappears on narrow screens 2.5 only. Open course page (topic/weeks format) with editing mode on, change theme to Clean. Notice that each section has move and visibility icons. Resize window to make it small and both icons disappear."
"Extra blank rows shown in Assignment Submissions screen and Participants screen Currently, extra blank rows are drawn in the Assignment Submissions screen if the 'Submissions per page' setting is greater than the number of submissions. This also happens in the course Participants screen where the number of participants is fewer than 20.",1,MDL-41534,moodle,extra blank row show assignment submissions screen participants screen currently extra blank row draw assignment submissions screen submissions page setting great number submission happen course participant screen number participant few 20,"Extra blank rows shown in Assignment Submissions screen and Participants screen Currently, extra blank rows are drawn in the Assignment Submissions screen if the 'Submissions per page' setting is greater than the number of submissions. This also happens in the course Participants screen where the number of participants is fewer than 20."
"Edit PDF: the pdf dialog opens then closes almost straight away When you launch the pdf editor, the dialog closes automatically on the loading icon.    After looking into it I found out that it is due to the PDF format.  TCPDF ERROR: </strong>This document (/home…t supported by the free parser shipped with FPDI.    Which after googling: http://stackoverflow.com/questions/5441107/fpdf-error-this-document-mine-pdf-probably-uses-a-compression-technique-which    Damyon suggest that we may be able to force conversion in ghostscript (but it is not sure it works all the time).     What important to know is how often the issue occurs. Does it impact a lot of people?    PS: it would be good to be a bit more user friendly on these kind of error (like an error message somewhere).    ",2,MDL-41538,moodle,edit pdf pdf dialog open close straight away launch pdf editor dialog close automatically loading icon look find pdf format tcpdf error document /home support free parser ship fpdi google http://stackoverflow.com/questions/5441107/fpdf-error-this-document-mine-pdf-probably-uses-a-compression-technique-which damyon suggest able force conversion ghostscript sure work time important know issue occur impact lot people ps good bit user friendly kind error like error message,"Edit PDF: the pdf dialog opens then closes almost straight away When you launch the pdf editor, the dialog closes automatically on the loading icon. After looking into it I found out that it is due to the PDF format. TCPDF ERROR: This document (/home t supported by the free parser shipped with FPDI. Which after googling: http://stackoverflow.com/questions/5441107/fpdf-error-this-document-mine-pdf-probably-uses-a-compression-technique-which Damyon suggest that we may be able to force conversion in ghostscript (but it is not sure it works all the time). What important to know is how often the issue occurs. Does it impact a lot of people? PS: it would be good to be a bit more user friendly on these kind of error (like an error message somewhere)."
"Edit PDF: test_gs_path is broken Ghostscript is installed but however it returns this error when testing the path in the admin:  Unable to generate image - details: Command:/usr/bin/gs -q -sDEVICE=png16m -dSAFER -dBATCH -dNOPAUSE -r100 -dFirstPage=2 -dLastPage=2 -dGraphicsAlphaBits=4 -dTextAlphaBits=4 -sOutputFile=""/home/nginx/localhost/moodles/integration_master_pdf/moodledata/temp/assignfeedback_editpdf_test/image_page1.png"" ""/home/nginx/localhost/moodles/integration_master_pdf/moodle/mod/assign/feedback/editpdf/tests/fixtures/testgs.pdf""  Result: No pages will be processed (FirstPage > LastPage).  ",2,MDL-41541,moodle,"edit pdf test_gs_path break ghostscript instal return error test path admin unable generate image detail command:/usr bin gs -sdevice png16 -dsafer -dbatch -r100 -dfirstpage=2 -dlastpage=2 -dgraphicsalphabits=4 -dtextalphabits=4 -soutputfile=""/home nginx localhost moodle integration_master_pdf moodledata temp assignfeedback_editpdf_test image_page1.png /home nginx localhost moodle integration_master_pdf moodle mod assign feedback editpdf test fixture testgs.pdf result page process firstpage lastpage","Edit PDF: test_gs_path is broken Ghostscript is installed but however it returns this error when testing the path in the admin: Unable to generate image - details: Command:/usr/bin/gs -q -sDEVICE=png16m -dSAFER -dBATCH -dNOPAUSE -r100 -dFirstPage=2 -dLastPage=2 -dGraphicsAlphaBits=4 -dTextAlphaBits=4 -sOutputFile=""/home/nginx/localhost/moodles/integration_master_pdf/moodledata/temp/assignfeedback_editpdf_test/image_page1.png"" ""/home/nginx/localhost/moodles/integration_master_pdf/moodle/mod/assign/feedback/editpdf/tests/fixtures/testgs.pdf"" Result: No pages will be processed (FirstPage > LastPage)."
"Replace handlers by observers for groups in mod_quiz MDL-39958 has replaced the old events, but has not migrated the handlers to observers. This needs to be done.",3,MDL-41559,moodle,replace handler observer group mod_quiz mdl-39958 replace old event migrate handler observer need,"Replace handlers by observers for groups in mod_quiz MDL-39958 has replaced the old events, but has not migrated the handlers to observers. This needs to be done."
"Observers do not include file from the right location The observers property _includefile_ is not relative to dirroot anymore.    Add the following observer to any events file (for instance lib/db/events.php):    {noformat}  $observers = array(        array(          'eventname' => '\core\event\group_created',          'callback' => 'print_object',          'includefile' => '/lib/datalib.php'        )  )  {noformat}    Purge cache, and create a new group, and make sure the content of the event has been printed out.",2,MDL-41565,moodle,observer include file right location observer property includefile relative dirroot anymore add follow observer event file instance lib db events.php noformat observer array array eventname \core\event\group_created callback print_object includefile /lib datalib.php noformat purge cache create new group sure content event print,"Observers do not include file from the right location The observers property _includefile_ is not relative to dirroot anymore. Add the following observer to any events file (for instance lib/db/events.php): {noformat} $observers = array( array( 'eventname' => '\core\event\group_created', 'callback' => 'print_object', 'includefile' => '/lib/datalib.php' ) ) {noformat} Purge cache, and create a new group, and make sure the content of the event has been printed out."
"Remove nowrap from .flexible th One of Moodle's routines for creating table markup adds a .flexible class to the table, and the core CSS then adds whitespace: nowrap to the table headers.    This is obviously intended to make the headers look neater on big screens, but makes the tables harder to view on small screens. ",40,MDL-41569,moodle,remove nowrap th moodle routine create table markup add .flexible class table core css add whitespace nowrap table header obviously intend header look neater big screen make table hard view small screen,"Remove nowrap from .flexible th One of Moodle's routines for creating table markup adds a .flexible class to the table, and the core CSS then adds whitespace: nowrap to the table headers. This is obviously intended to make the headers look neater on big screens, but makes the tables harder to view on small screens."
"Cannot delete a user's role in a course It is not possible to delete a user's role in a course.    *Replication steps:*  # Log in as admin/teacher  # Navigate to a course  # Add a role to a user enrolled in the course  # Attempt to delete the role by clicking the X next to the role name    _Expected result:_ A confirmation dialogue should appear confirming that you do want to delete the role.    _Actual result:_ No dialogue appears, there is no confirmation and no deletion.",2,MDL-41589,moodle,delete user role course possible delete user role course replication step log admin teacher navigate course add role user enrol course attempt delete role click role expect result confirmation dialogue appear confirm want delete role actual result dialogue appear confirmation deletion,"Cannot delete a user's role in a course It is not possible to delete a user's role in a course. *Replication steps:* # Log in as admin/teacher # Navigate to a course # Add a role to a user enrolled in the course # Attempt to delete the role by clicking the X next to the role name _Expected result:_ A confirmation dialogue should appear confirming that you do want to delete the role. _Actual result:_ No dialogue appears, there is no confirmation and no deletion."
"Z-index issues with filepicker. # Go to your private files area and create lots of shortcuts and alias.  # Open file picker    Make sure you donot see the Z-index issues as shown in this screenshot, where the link and alias icons overlap over the filepicker  https://tracker.moodle.org/secure/attachment/34420/34420_bonfire-screenshot-20130904-141710-754.png",8,MDL-41591,moodle,index issue filepicker private file area create lot shortcut alia open file picker sure donot index issue show screenshot link alia icon overlap filepicker https://tracker.moodle.org/secure/attachment/34420/34420_bonfire-screenshot-20130904-141710-754.png,"Z-index issues with filepicker. # Go to your private files area and create lots of shortcuts and alias. # Open file picker Make sure you donot see the Z-index issues as shown in this screenshot, where the link and alias icons overlap over the filepicker https://tracker.moodle.org/secure/attachment/34420/34420_bonfire-screenshot-20130904-141710-754.png"
Fallback to theme_config::DEFAULT_THEME if a theme (or parent) does not exist. {panel}1. If a theme has been selected that does not physically exist we fall back to theme_config::DEFAULT_THEME.  2. Do the same if one of theme's parent is missing.  {panel}  ,13,MDL-41604,moodle,fallback theme_config::default_theme theme parent exist panel}1 theme select physically exist fall theme_config::default_theme theme parent miss panel,Fallback to theme_config::DEFAULT_THEME if a theme (or parent) does not exist. {panel}1. If a theme has been selected that does not physically exist we fall back to theme_config::DEFAULT_THEME. 2. Do the same if one of theme's parent is missing. {panel}
"Search filter on enrolled users page update filter while deleting user role in non-js mode. Steps to replicate:  # Log in as admin/teacher  # Navigate to a course  # Add a role to a user enrolled in the course  # Disable browser js.  # Delete role of user  # when it is back to enrolled user page, the above user is not displayed and role is set in filter.  ",2,MDL-41605,moodle,search filter enrol user page update filter delete user role non js mode step replicate log admin teacher navigate course add role user enrol course disable browser js delete role user enrol user page user display role set filter,"Search filter on enrolled users page update filter while deleting user role in non-js mode. Steps to replicate: # Log in as admin/teacher # Navigate to a course # Add a role to a user enrolled in the course # Disable browser js. # Delete role of user # when it is back to enrolled user page, the above user is not displayed and role is set in filter."
